X,Y,Z
760,88,1
714,48,1
707,59,1
793,6,1
680,5,1
670,11,1
654,5,1
650,18,1
642,39,1
656,102,1
697,125,1
698,146,1
712,148,1
700,160,1
687,151,1
681,162,1
674,146,1
785,147,1
759,162,1
741,213,1
750,281,1
700,251,1
755,340,1
739,347,1
755,359,1
781,393,1
781,479,1
768,519,1
780,589,1
717,531,1
720,571,1
681,531,1
679,503,1
619,589,1
495,593,1
478,577,1
376,595,1
377,579,1
359,557,1
476,474,1
489,442,1
508,451,1
498,457,1
516,464,1
531,472,1
554,485,1
549,497,1
578,433,1
566,392,1
546,361,1
517,375,1
556,307,1
557,290,1
616,264,1
623,258,1
641,229,1
619,216,1
603,151,1
614,110,1
614,99,1
597,81,1
612,41,1
578,14,1
533,18,1
529,37,1
518,27,1
500,26,1
520,46,1
511,59,1
521,77,1
495,61,1
495,49,1
487,36,1
471,32,1
472,49,1
459,35,1
446,155,1
470,210,1
501,259,1
517,259,1
417,254,1
426,270,1
435,304,1
432,322,1
429,334,1
418,345,1
393,448,1
371,375,1
361,384,1
340,380,1
272,424,1
257,423,1
255,404,1
257,393,1
264,378,1
276,385,1
216,414,1
218,430,1
186,419,1
155,498,1
136,527,1
129,522,1
135,537,1
109,591,1
65,593,1
70,544,1
46,511,1
58,506,1
55,486,1
63,480,1
27,464,1
49,422,1
53,410,1
46,396,1
34,397,1
25,391,1
50,360,1
55,343,1
52,335,1
102,384,1
128,398,1
162,359,1
200,327,1
228,348,1
314,338,1
338,338,1
324,272,1
351,266,1
367,258,1
382,247,1
270,285,1
306,246,1
286,211,1
232,233,1
334,198,1
306,168,1
327,156,1
306,131,1
288,152,1
278,165,1
217,145,1
243,100,1
306,64,1
379,87,1
533,122,1
549,130,1
537,141,1
548,151,1
279,34,1
223,24,1
367,48,1
380,48,1
417,119,1
503,121,1
512,249,1
515,238,1
611,180,1
152,60,1
136,73,1
144,91,1
126,92,1
132,107,1
147,115,1
147,131,1
133,128,1
120,131,1
132,137,1
108,97,1
108,137,1
111,149,1
119,188,1
170,270,1
167,291,1
158,296,1
154,318,1
147,327,1
145,341,1
104,314,1
97,305,1
99,289,1
86,296,1
81,265,1
105,254,1
102,241,1
114,232,1
167,222,1
183,204,1
195,217,1
209,208,1
221,209,1
93,212,1
79,205,1
70,213,1
47,178,1
41,172,1
86,115,1
75,109,1
63,80,1
54,73,1
73,73,1
97,33,1
90,26,1
107,19,1
15,13,1
13,34,1
5,46,1
28,28,1
31,5,1
122,107,1
442,120,1
453,105,1
