X,Y,Z
188,350,1
285,103,1
283,85,1
302,79,1
327,57,1
319,94,1
333,90,1
342,89,1
340,105,1
351,88,1
351,76,1
340,62,1
343,53,1
338,27,1
355,19,1
386,12,1
420,7,1
425,37,1
446,58,1
432,54,1
414,37,1
414,58,1
399,59,1
406,65,1
392,67,1
386,81,1
376,89,1
366,74,1
368,54,1
356,42,1
378,46,1
367,39,1
395,40,1
374,23,1
465,81,1
451,91,1
436,82,1
434,66,1
413,86,1
425,90,1
409,96,1
401,83,1
383,98,1
384,112,1
402,116,1
393,125,1
392,155,1
385,147,1
383,160,1
375,172,1
359,162,1
352,153,1
359,131,1
373,125,1
351,112,1
342,121,1
337,138,1
322,136,1
308,137,1
421,114,1
428,122,1
440,122,1
451,112,1
438,96,1
431,101,1
463,106,1
475,103,1
495,95,1
502,105,1
497,124,1
480,127,1
457,127,1
457,138,1
418,138,1
437,138,1
438,158,1
418,153,1
410,169,1
401,163,1
403,174,1
395,190,1
399,198,1
418,174,1
430,178,1
448,169,1
363,174,1
349,172,1
335,165,1
326,155,1
317,167,1
327,176,1
304,177,1
321,187,1
329,191,1
345,184,1
365,199,1
383,194,1
445,183,1
465,195,1
470,180,1
466,166,1
479,168,1
459,156,1
486,153,1
499,174,1
508,170,1
497,146,1
482,139,1
506,121,1
516,112,1
514,97,1
527,93,1
541,97,1
546,109,1
565,102,1
571,112,1
552,119,1
559,124,1
565,135,1
554,143,1
548,133,1
535,130,1
523,151,1
514,155,1
522,126,1
562,160,1
550,165,1
540,176,1
531,192,1
516,187,1
520,196,1
496,190,1
491,219,1
505,228,1
508,205,1
525,208,1
534,208,1
553,204,1
546,192,1
555,183,1
564,193,1
570,183,1
295,212,1
322,202,1
333,222,1
336,236,1
401,240,1
382,229,1
365,218,1
398,229,1
395,216,1
436,226,1
415,224,1
420,208,1
440,210,1
466,215,1
497,262,1
504,248,1
508,260,1
523,238,1
557,235,1
528,222,1
557,262,1
527,274,1
513,286,1
479,266,1
441,276,1
419,281,1
439,313,1
425,325,1
456,306,1
441,332,1
440,343,1
477,315,1
463,343,1
486,349,1
486,367,1
508,351,1
491,310,1
500,301,1
481,291,1
463,285,1
386,265,1
394,277,1
384,288,1
392,300,1
377,303,1
362,269,1
327,261,1
317,261,1
299,253,1
286,253,1
274,253,1
289,234,1
260,276,1
304,276,1
328,280,1
342,287,1
358,295,1
355,316,1
326,313,1
290,306,1
301,302,1
277,311,1
273,331,1
279,338,1
283,356,1
265,358,1
295,347,1
304,359,1
319,347,1
330,338,1
299,333,1
332,377,1
302,384,1
288,402,1
302,415,1
272,399,1
263,413,1
270,381,1
252,378,1
247,395,1
241,405,1
230,395,1
229,411,1
240,422,1
259,427,1
263,440,1
263,451,1
240,437,1
212,402,1
214,391,1
199,381,1
207,358,1
236,347,1
219,330,1
242,313,1
250,337,1
257,300,1
235,372,1
209,333,1
219,368,1
194,394,1
274,447,1
293,434,1
348,425,1
336,436,1
339,450,1
314,415,1
348,399,1
333,399,1
323,399,1
322,388,1
304,399,1
363,405,1
379,411,1
370,377,1
353,351,1
352,336,1
346,365,1
396,386,1
397,407,1
370,434,1
371,449,1
355,439,1
362,452,1
351,465,1
367,468,1
384,452,1
381,464,1
401,458,1
409,447,1
390,442,1
411,425,1
408,413,1
430,415,1
414,402,1
393,426,1
392,370,1
407,336,1
407,352,1
436,372,1
378,325,1
452,374,1
489,385,1
484,398,1
489,407,1
473,427,1
456,436,1
439,448,1
431,465,1
419,463,1
417,481,1
389,488,1
413,504,1
448,498,1
446,522,1
456,522,1
475,520,1
495,529,1
452,532,1
443,543,1
453,582,1
463,573,1
478,563,1
483,574,1
465,589,1
498,579,1
522,593,1
523,571,1
504,552,1
434,570,1
418,593,1
548,527,1
537,493,1
547,482,1
534,481,1
529,474,1
514,466,1
476,471,1
493,458,1
486,495,1
468,459,1
534,409,1
530,439,1
548,454,1
593,333,1
600,321,1
586,330,1
587,358,1
582,384,1
566,364,1
555,358,1
541,372,1
547,398,1
563,383,1
568,405,1
557,415,1
541,425,1
550,431,1
557,443,1
553,473,1
538,463,1
561,502,1
548,502,1
534,513,1
523,514,1
515,486,1
503,507,1
549,516,1
541,507,1
473,440,1
487,439,1
505,445,1
515,411,1
509,427,1
514,437,1
509,395,1
497,395,1
511,375,1
524,363,1
551,340,1
535,356,1
531,327,1
538,316,1
552,324,1
554,304,1
558,288,1
532,290,1
539,276,1
587,292,1
586,276,1
579,310,1
571,287,1
571,268,1
570,254,1
566,242,1
548,241,1
536,240,1
521,251,1
575,197,1
553,221,1
457,411,1
354,206,1
349,219,1
347,241,1
303,202,1
289,277,1
276,282,1
260,288,1
228,318,1
195,332,1
191,363,1
300,446,1
274,418,1
245,358,1
234,327,1
227,359,1
317,428,1
325,413,1
339,413,1
313,375,1
286,384,1
293,361,1
282,430,1
367,351,1
425,240,1
447,253,1
431,265,1
509,331,1
505,315,1
523,306,1
568,343,1
470,368,1
463,356,1
425,347,1
527,138,1
539,149,1
573,154,1
580,140,1
580,153,1
502,132,1
443,20,1
427,22,1
416,30,1
452,33,1
352,7,1
450,593,1
513,586,1
490,554,1
472,482,1
495,482,1
482,480,1
447,424,1
432,402,1
517,529,1
321,84,1
317,72,1
393,22,1
572,167,1
555,273,1
595,362,1
421,451,1
504,461,1
326,298,1
345,302,1
365,16,1
460,248,1
467,235,1
461,384,1
407,77,1
384,61,1
403,107,1
