X,Y,Z
209,70,1
228,122,1
224,136,1
201,146,1
68,176,1
26,301,1
168,317,1
286,186,1
326,146,1
369,34,1
414,87,1
457,137,1
458,156,1
396,206,1
342,238,1
153,359,1
83,391,1
115,422,1
131,424,1
128,457,1
140,448,1
136,440,1
146,465,1
156,449,1
170,460,1
184,463,1
178,477,1
145,485,1
207,470,1
199,454,1
303,448,1
429,524,1
500,477,1
369,338,1
451,285,1
480,243,1
546,318,1
481,385,1
490,373,1
537,387,1
541,398,1
588,451,1
726,535,1
676,409,1
603,377,1
529,262,1
526,179,1
542,175,1
556,222,1
604,289,1
683,311,1
729,314,1
781,272,1
702,258,1
637,212,1
650,203,1
763,204,1
603,162,1
666,128,1
673,99,1
781,81,1
640,72,1
640,60,1
626,4,1
