X,Y
137.688,1.688
59.3,2.5
143.324,12.324
3.3,14.5
139.3,22.5
261.3,23.5
5.3,28.5
253.3,33.5
316.3,34.5
18.3,44.5
31.167,47.389
248.3,47.5
431.167,48.611
307.3,58.5
253.714,61.357
265.3,60.5
224.3,62.5
471.3,62.5
199.382,66.618
294.038,65.654
304.286,66.857
582.3,73.5
323.3,74.5
340.3,75.5
445.3,77.5
467.3,78.5
10.3,80.5
27.3,82.5
59.3,82.5
287.3,83.5
305.115,84.115
487.3,83.5
355.3,85.5
562.3,86.5
594.3,90.5
615.3,91.5
640.3,91.5
78.3,94.5
580.136,96.409
641.5,99.5
555.3,103.5
538.3,104.5
653.3,104.5
670.3,104.5
577.5,108.5
666.3,118.5
593.5,120.5
659.3,124.5
38.3,135.5
54.3,135.5
673.5,137.5
650.3,139.5
165.3,148.5
181.962,151.654
153.3,155.5
178.3,163.5
213.3,167.5
206.3,187.5
285.3,196.5
300.3,206.5
283.3,211.5
352.3,212.5
320.3,219.5
338.3,223.5
356.3,230.5
202.3,238.5
315.3,239.5
333.3,239.5
350.3,240.5
288.3,242.5
427.3,242.5
455.3,243.5
465.3,243.5
218.3,245.5
499.3,246.5
323.3,250.5
214.167,254.75
297.3,254.5
281.3,256.5
415.3,257.5
478.3,257.5
348.3,259.5
200.3,265.5
249.3,265.5
364.3,265.5
268.038,267.346
525.3,266.5
213.3,268.5
485.3,268.5
464.3,271.5
510.3,271.5
496.3,275.5
254.3,279.5
336.3,279.5
194.3,280.5
707.3,281.5
507.3,284.5
244.3,285.5
226.3,287.5
314.3,288.5
442.3,288.5
195.3,293.5
213.3,293.5
497.5,299.5
342.3,302.5
467.3,303.5
430.3,307.5
447.3,307.5
182.3,310.5
458.3,314.5
168.3,317.5
361.3,318.5
427.3,327.5
443.3,330.5
158.3,332.5
457.3,339.5
134.3,340.5
130.083,344.75
425.3,346.5
693.3,348.5
382.3,350.5
65.5,351.5
506.3,351.5
720.3,351.5
707.3,352.5
106.3,353.5
119.3,355.5
686.3,358.5
491.3,360.5
52.3,361.5
730.3,364.5
68.3,365.5
89.3,365.5
596.3,366.5
669.3,366.5
110.3,367.5
700.3,367.5
716.3,369.5
728.3,375.5
492.3,377.5
163.3,379.5
462.3,380.5
479.3,380.5
554.3,385.5
455.3,388.5
733.3,388.5
566.3,390.5
537.3,394.5
664.3,395.5
553.3,402.5
745.3,406.5
682.3,408.5
734.3,409.5
695.3,411.5
639.3,420.5
760.3,424.5
526.3,426.5
173.3,432.5
140.3,435.5
158.3,435.5
617.3,435.5
758.3,437.5
747.3,439.5
175.3,447.5
540.3,449.5
151.3,450.5
521.3,450.5
728.3,453.5
746.3,455.5
170.3,458.5
738.3,464.5
199.3,467.5
719.3,467.5
334.3,468.5
489.3,507.5
479.3,514.5
571.3,515.5
501.3,522.5
473.3,524.5
487.3,524.5
643.227,525.682
621.3,527.5
494.3,532.5
599.3,535.5
570.3,536.5
624.3,541.5
586.3,544.5
601.3,546.5
675.3,550.5
569.3,551.5
588.3,562.5
567.3,568.5
