X,Y
313.3,22.5
538.3,26.5
677.3,28.5
354.3,29.5
432.3,32.5
340.3,33.5
89.3,37.5
464.3,37.5
616.3,40.5
344.3,45.5
665.3,45.5
320.3,46.5
361.3,48.5
466.3,50.5
560.3,50.5
105.3,53.5
633.3,53.5
713.3,56.5
332.3,57.5
484.3,57.5
593.3,57.5
89.857,60.214
604.3,60.5
362.3,61.5
258.3,66.5
570.3,68.5
548.3,70.5
100.25,72.167
646.3,72.5
468.3,73.5
89.3,76.5
245.3,76.5
74.3,77.5
693.3,77.5
590.3,78.5
481.3,80.5
570.3,81.5
54.3,85.5
108.3,88.5
232.3,88.5
644.3,88.5
610.3,89.5
402.3,92.5
92.3,93.5
378.3,94.5
48.3,100.5
572.3,100.5
514.3,101.5
66.3,102.5
294.3,102.5
280.3,105.5
493.3,105.5
102.3,108.5
221.3,110.5
261.3,110.5
305.3,112.5
370.3,112.5
670.3,113.5
245.3,114.5
620.3,116.5
62.3,117.5
288.3,118.5
512.3,120.5
105.3,121.5
280.3,121.5
778.3,121.5
269.3,124.5
226.3,126.5
686.3,128.5
596.3,129.5
212.262,133.452
242.3,132.5
348.3,132.5
282.3,133.5
702.3,134.5
733.3,134.5
612.3,137.5
718.3,137.5
666.3,140.5
206.056,142.444
373.3,141.5
45.3,142.5
96.3,142.5
686.3,144.5
353.3,146.5
305.3,150.5
594.3,150.5
569.3,154.5
317.3,157.5
222.3,158.5
705.3,158.5
209.3,161.5
42.3,164.5
569.3,165.5
366.3,166.5
728.3,168.5
349.3,169.5
61.3,172.5
137.3,174.5
234.3,178.5
296.3,178.5
38.3,180.5
161.3,180.5
357.3,181.5
561.3,181.5
417.3,182.5
190.136,186.591
380.3,189.5
404.3,190.5
142.3,194.5
168.633,196.633
209.676,201.735
118.3,202.5
138.3,202.5
152.3,204.5
417.3,204.5
672.3,206.5
262.3,208.5
393.3,208.5
506.3,212.5
177.3,213.5
92.3,214.5
409.3,214.5
476.3,216.5
105.3,218.5
318.3,218.5
756.3,218.5
525.3,220.5
196.318,222.318
301.3,222.5
400.3,222.5
425.3,222.5
641.3,222.5
670.3,222.5
780.3,222.5
238.3,224.5
252.3,224.5
225.3,225.5
549.3,225.5
164.3,226.5
181.3,226.5
286.3,228.5
105.3,230.5
485.3,230.5
265.3,232.5
464.3,232.5
789.3,232.5
82.3,233.5
48.3,234.5
93.3,234.5
496.3,234.5
712.3,234.5
302.3,236.5
740.3,237.5
682.3,238.5
165.433,241.633
333.3,240.5
516.3,240.5
777.3,240.5
632.3,241.5
196.3,242.5
317.3,242.5
401.3,242.5
388.3,244.5
565.3,244.5
721.3,246.5
68.0,248.214
105.409,248.318
45.3,248.5
89.136,249.591
289.3,252.5
446.3,252.5
488.3,252.5
665.3,252.5
472.3,253.5
169.3,256.5
529.3,257.5
68.3,261.5
99.688,262.812
437.3,265.5
780.3,265.5
590.3,266.5
77.3,268.5
208.3,269.5
456.3,269.5
562.3,273.5
52.3,276.5
489.3,276.5
788.3,277.5
100.3,278.5
610.3,278.5
277.3,280.5
76.3,282.5
377.3,282.5
697.3,284.5
713.3,285.5
85.3,286.5
305.3,286.5
54.3,289.5
329.3,289.5
470.3,293.5
789.3,296.5
766.3,298.5
14.3,300.5
122.3,301.5
94.3,302.5
677.3,302.5
776.3,308.5
690.3,309.5
748.3,310.5
284.3,312.5
592.3,313.5
305.3,314.5
712.3,314.5
732.3,316.5
649.3,317.5
453.3,318.5
542.3,318.5
569.3,318.5
104.3,320.5
117.136,321.591
274.3,322.5
688.3,322.5
786.3,322.5
218.3,324.5
376.3,324.5
294.3,325.5
321.3,325.5
520.3,325.5
661.3,325.5
709.3,325.5
356.3,326.5
582.3,326.5
600.3,328.5
240.3,329.5
752.3,329.5
304.3,330.5
54.3,332.5
680.3,332.5
545.3,334.5
590.3,336.5
722.3,336.5
341.3,337.5
564.3,337.5
696.3,340.5
24.3,341.5
377.318,341.682
250.3,342.5
364.3,342.5
54.3,344.5
228.429,345.0
241.553,345.553
329.3,345.5
471.875,346.625
632.3,345.5
668.3,346.5
12.3,348.5
76.3,348.5
272.3,349.5
650.3,350.5
758.3,350.5
201.136,352.591
293.3,353.5
41.3,354.5
61.3,354.5
145.3,354.5
494.3,354.5
182.269,357.115
385.3,356.5
465.5,356.591
565.3,356.5
665.3,358.5
712.3,358.5
18.3,360.5
116.3,360.5
365.3,360.5
250.3,361.5
509.3,361.5
402.5,362.591
597.3,362.5
264.079,364.5
82.3,364.5
101.3,364.5
453.3,364.5
645.3,364.5
168.3,365.5
309.3,365.5
477.214,366.0
156.3,368.5
185.3,368.5
200.3,370.5
240.3,370.5
782.3,370.5
12.3,372.5
133.3,372.5
493.3,373.5
649.3,374.5
584.3,376.5
640.3,377.5
319.962,378.654
336.3,378.5
560.3,378.5
356.3,380.5
462.3,380.5
728.3,380.5
64.3,381.5
520.3,381.5
670.3,381.5
168.3,382.5
197.3,382.5
182.1,384.1
380.214,386.0
46.333,388.083
222.3,386.5
746.3,386.5
781.3,386.5
108.3,388.5
449.3,388.5
629.3,388.5
412.3,389.5
545.3,389.5
250.3,390.5
337.3,390.5
129.3,393.5
234.2,394.45
492.3,394.5
654.3,394.5
68.3,396.5
404.868,397.395
514.3,397.5
25.3,398.5
177.3,401.5
281.3,401.5
48.3,402.5
372.3,402.5
637.3,402.5
729.3,402.5
265.3,404.5
156.3,405.5
420.3,405.5
449.3,405.5
532.3,405.5
674.3,405.5
784.3,405.5
357.3,406.5
656.3,409.5
9.3,412.5
32.3,412.5
384.3,412.5
298.3,413.5
493.3,413.5
70.3,414.5
404.3,416.5
136.3,417.5
52.3,420.5
521.3,420.5
513.3,421.5
629.3,421.5
342.3,422.5
544.3,425.5
120.3,426.5
254.3,426.5
358.3,426.5
650.3,428.5
425.3,429.5
476.3,432.5
13.3,433.5
201.5,433.409
238.3,433.5
414.3,433.5
609.3,433.5
634.3,433.5
76.3,434.5
534.3,434.5
56.3,436.5
137.3,436.5
266.3,438.5
372.3,438.5
397.3,438.5
517.3,438.5
224.3,440.5
601.3,442.5
664.3,442.5
77.3,445.5
212.3,445.5
246.3,446.5
325.3,452.5
444.3,452.5
494.3,452.5
600.3,452.5
729.3,452.5
116.3,454.5
344.3,454.5
364.3,454.5
234.227,456.318
261.3,456.5
49.3,457.5
68.3,457.5
466.3,457.5
130.3,460.5
313.3,460.5
398.3,460.5
749.3,460.5
568.3,461.5
665.3,462.5
92.3,465.5
376.3,465.5
646.3,465.5
181.3,466.5
340.136,469.409
108.3,470.5
357.3,470.5
460.3,470.5
521.3,470.5
602.3,472.5
264.929,474.357
245.3,474.5
298.3,474.5
789.3,474.5
420.3,476.5
