X,Y,Z
132,148,1
143,118,1
126,178,1
124,186,1
127,196,1
180,203,1
152,222,1
165,236,1
113,258,1
136,273,1
153,310,1
145,364,1
72,337,1
225,284,1
224,353,1
192,408,1
174,410,1
227,414,1
238,394,1
252,406,1
250,182,1
311,466,1
332,484,1
330,498,1
341,512,1
289,559,1
289,596,1
346,398,1
360,420,1
252,329,1
307,284,1
308,272,1
340,263,1
336,276,1
374,292,1
307,329,1
411,302,1
416,339,1
430,342,1
428,382,1
436,378,1
434,422,1
395,461,1
391,492,1
469,526,1
474,504,1
492,464,1
525,445,1
526,432,1
528,536,1
539,542,1
527,561,1
590,586,1
583,578,1
603,594,1
386,102,1
394,95,1
438,62,1
450,64,1
468,24,1
504,28,1
490,64,1
522,88,1
591,120,1
590,83,1
588,60,1
598,58,1
568,51,1
558,60,1
554,44,1
558,25,1
552,16,1
564,16,1
568,21,1
587,21,1
600,30,1
505,175,1
492,176,1
462,192,1
451,278,1
446,268,1
491,303,1
512,333,1
534,358,1
528,368,1
463,382,1
584,504,1
594,499,1
582,494,1
587,484,1
574,486,1
608,444,1
620,466,1
642,470,1
653,469,1
662,473,1
678,455,1
688,458,1
698,453,1
584,140,1
570,144,1
554,145,1
564,157,1
557,168,1
598,162,1
554,196,1
566,200,1
588,200,1
589,211,1
581,221,1
578,237,1
545,273,1
530,265,1
476,261,1
568,335,1
621,364,1
599,350,1
379,147,1
374,162,1
382,165,1
438,123,1
452,130,1
340,148,1
318,184,1
326,184,1
522,231,1
292,545,1
145,237,1
245,398,1
242,409,1
709,470,1
494,6,1
573,64,1
598,144,1
400,150,1
615,381,1
398,531,1
478,60,1
571,248,1
573,256,1
441,74,1
315,240,1
317,254,1
