X,Y,Z
162,274,1
153,283,1
132,287,1
124,299,1
67,233,1
56,254,1
64,264,1
77,303,1
94,299,1
89,311,1
101,317,1
98,331,1
79,327,1
77,353,1
88,359,1
190,343,1
150,345,1
157,361,1
168,359,1
166,373,1
180,367,1
215,427,1
266,405,1
273,389,1
271,367,1
280,361,1
287,371,1
302,453,1
333,476,1
347,477,1
382,445,1
391,440,1
391,450,1
394,500,1
408,506,1
454,489,1
367,417,1
356,411,1
346,411,1
342,424,1
316,347,1
388,380,1
377,361,1
141,495,1
130,505,1
120,511,1
113,522,1
120,531,1
108,537,1
117,547,1
130,533,1
134,546,1
129,554,1
101,552,1
94,567,1
106,572,1
44,573,1
34,568,1
23,557,1
52,562,1
42,554,1
51,548,1
56,537,1
58,520,1
48,520,1
36,513,1
34,525,1
38,533,1
28,545,1
59,484,1
49,476,1
56,462,1
50,452,1
57,442,1
66,454,1
67,447,1
106,447,1
111,437,1
118,445,1
123,433,1
128,423,1
143,412,1
142,433,1
22,488,1
23,478,1
18,461,1
25,442,1
28,422,1
37,433,1
49,432,1
48,420,1
38,414,1
41,404,1
37,398,1
41,383,1
15,383,1
15,398,1
25,394,1
16,416,1
25,408,1
15,409,1
21,364,1
22,351,1
38,366,1
41,359,1
49,349,1
65,362,1
72,367,1
71,379,1
63,384,1
64,394,1
60,402,1
66,405,1
77,406,1
88,405,1
81,396,1
70,333,1
65,326,1
67,286,1
53,286,1
50,281,1
55,278,1
37,276,1
196,471,1
208,473,1
214,486,1
217,479,1
227,486,1
217,500,1
227,502,1
237,513,1
207,320,1
210,310,1
212,297,1
64,308,1
38,333,1
46,319,1
55,315,1
335,188,1
323,187,1
349,223,1
342,232,1
362,258,1
349,262,1
436,247,1
445,241,1
445,257,1
428,320,1
418,336,1
405,330,1
457,390,1
459,377,1
456,361,1
467,365,1
479,376,1
528,342,1
529,316,1
520,306,1
505,309,1
473,304,1
583,306,1
545,378,1
558,385,1
566,372,1
652,306,1
654,318,1
657,340,1
671,329,1
646,350,1
634,344,1
618,345,1
625,306,1
633,293,1
613,280,1
615,260,1
714,234,1
727,230,1
725,221,1
737,221,1
779,210,1
789,198,1
779,189,1
340,248,1
331,263,1
111,423,1
99,423,1
93,430,1
367,439,1
219,317,1
225,329,1
241,326,1
244,337,1
253,330,1
261,317,1
234,313,1
423,257,1
403,288,1
627,384,1
644,393,1
663,447,1
649,427,1
717,552,1
728,547,1
384,459,1
376,304,1
365,347,1
80,381,1
16,445,1
54,300,1
675,277,1
797,168,1
792,138,1
301,277,1
233,193,1
