X,Y,Z
7,178,1
25,178,1
36,181,1
112,106,1
131,122,1
112,165,1
162,130,1
188,130,1
444,144,1
478,116,1
503,144,1
519,146,1
500,181,1
493,191,1
510,195,1
518,184,1
522,199,1
535,201,1
530,211,1
545,212,1
553,201,1
545,191,1
533,186,1
558,217,1
557,180,1
574,169,1
573,184,1
572,193,1
580,194,1
592,190,1
587,205,1
598,203,1
603,210,1
587,220,1
617,223,1
626,228,1
640,225,1
638,209,1
650,209,1
659,207,1
634,198,1
622,198,1
607,194,1
619,185,1
712,204,1
723,195,1
743,192,1
755,199,1
772,203,1
571,205,1
634,116,1
570,157,1
586,162,1
608,171,1
789,205,1
