X,Y
343.3,21.5
503.3,27.5
528.3,27.5
70.3,29.5
87.3,29.5
201.3,32.5
263.033,36.367
132.136,36.409
516.3,37.5
180.3,39.5
219.3,41.5
202.1,48.1
400.3,47.5
444.3,49.5
169.3,57.5
44.3,59.5
57.3,59.5
478.3,59.5
698.3,59.5
506.3,65.5
495.3,67.5
49.5,73.5
465.5,73.5
708.038,74.346
486.3,79.5
338.3,81.5
498.3,85.5
43.3,88.5
237.346,91.269
338.3,95.5
676.3,101.5
275.3,106.5
321.5,109.5
347.3,109.5
321.5,123.5
352.3,123.5
205.3,129.5
230.3,129.5
250.3,129.5
267.3,129.5
368.3,132.5
332.3,136.5
360.3,139.5
647.3,142.5
330.3,148.5
358.3,148.5
642.3,154.5
394.3,161.5
307.3,169.5
290.3,174.5
535.3,192.5
251.3,204.5
381.3,210.5
532.3,210.5
236.3,215.5
421.3,216.5
219.3,220.5
547.3,227.5
127.3,233.5
142.3,233.5
618.3,237.5
604.3,238.5
518.3,240.5
584.3,244.5
342.3,245.5
625.115,246.269
82.3,246.5
174.3,252.5
536.3,252.5
611.3,252.5
83.3,258.5
338.3,260.5
625.5,262.5
638.3,268.5
94.3,270.5
162.3,275.5
398.3,276.5
676.3,276.5
204.3,278.5
217.3,278.5
590.3,281.5
344.3,285.5
396.3,285.5
688.3,285.5
553.3,287.5
575.3,292.5
601.3,292.5
497.5,308.5
439.3,312.5
543.3,314.5
348.3,315.5
455.3,316.5
469.3,322.5
482.3,322.5
465.5,328.5
307.3,337.5
319.3,353.5
354.3,359.5
502.3,364.5
54.3,366.5
338.3,385.5
307.3,396.5
184.3,398.5
455.3,399.5
252.3,402.5
269.688,409.438
529.5,410.5
176.3,412.5
156.3,413.5
139.3,415.5
284.3,424.5
569.3,425.5
305.5,431.5
220.3,469.5
484.3,470.5
491.3,487.5
503.3,497.5
713.3,504.5
540.3,516.5
528.3,526.5
552.3,529.5
529.5,537.5
386.3,552.5
405.3,555.5
346.3,573.5
379.318,574.318
420.3,575.5
