X,Y,Z
34,279,1
21,277,1
28,302,1
44,301,1
52,325,1
65,319,1
56,305,1
69,311,1
85,319,1
62,334,1
45,351,1
58,521,1
97,379,1
128,345,1
111,290,1
102,242,1
62,241,1
112,131,1
170,196,1
188,254,1
172,372,1
229,320,1
273,311,1
343,311,1
385,299,1
397,296,1
398,281,1
414,283,1
445,338,1
387,336,1
380,407,1
453,442,1
493,489,1
574,491,1
566,456,1
577,468,1
575,449,1
594,466,1
596,453,1
592,446,1
583,438,1
604,439,1
603,422,1
616,432,1
615,446,1
615,459,1
593,411,1
602,401,1
581,390,1
571,378,1
727,544,1
702,478,1
766,464,1
726,424,1
769,411,1
757,390,1
760,347,1
734,176,1
755,136,1
776,142,1
782,151,1
786,98,1
773,39,1
755,36,1
742,28,1
711,36,1
730,65,1
730,76,1
706,78,1
697,110,1
682,119,1
679,5,1
547,9,1
547,26,1
554,34,1
566,43,1
556,57,1
561,97,1
598,96,1
613,94,1
485,228,1
486,273,1
476,280,1
485,284,1
472,287,1
496,296,1
501,278,1
527,309,1
453,249,1
422,220,1
353,210,1
347,201,1
342,211,1
304,217,1
359,144,1
363,132,1
364,186,1
469,160,1
479,152,1
399,121,1
307,106,1
249,44,1
309,7,1
357,4,1
339,60,1
392,22,1
403,16,1
445,73,1
485,9,1
487,78,1
509,83,1
516,88,1
516,73,1
