X,Y,Z
339,12,1
327,27,1
417,4,1
260,9,1
270,18,1
259,30,1
262,46,1
253,81,1
264,89,1
248,93,1
179,19,1
184,31,1
159,34,1
157,43,1
139,45,1
119,57,1
101,56,1
98,97,1
107,80,1
120,80,1
62,72,1
49,96,1
15,71,1
8,83,1
10,98,1
15,10,1
23,3,1
28,16,1
44,4,1
37,120,1
68,120,1
69,133,1
44,137,1
133,109,1
178,73,1
175,56,1
320,76,1
212,108,1
185,148,1
90,191,1
10,199,1
119,130,1
144,207,1
159,215,1
156,225,1
195,205,1
133,217,1
118,230,1
116,248,1
99,250,1
92,260,1
82,252,1
67,262,1
75,283,1
86,269,1
70,303,1
89,304,1
97,314,1
106,320,1
141,311,1
155,307,1
137,331,1
99,330,1
116,327,1
100,349,1
89,343,1
73,346,1
71,364,1
87,362,1
123,343,1
114,337,1
150,334,1
160,344,1
165,359,1
169,365,1
140,361,1
127,357,1
113,365,1
128,377,1
142,377,1
157,369,1
157,386,1
112,381,1
97,377,1
90,385,1
90,397,1
103,393,1
119,393,1
119,403,1
75,393,1
62,397,1
60,423,1
45,392,1
34,375,1
56,375,1
14,341,1
2,350,1
5,325,1
84,430,1
105,424,1
122,429,1
133,440,1
146,447,1
133,411,1
153,413,1
164,402,1
179,388,1
179,410,1
171,417,1
172,435,1
167,451,1
182,426,1
202,424,1
204,409,1
183,463,1
179,480,1
192,481,1
181,495,1
204,491,1
136,462,1
112,457,1
108,443,1
97,463,1
82,467,1
69,461,1
60,451,1
59,472,1
47,474,1
66,485,1
60,511,1
52,527,1
18,592,1
35,592,1
44,584,1
50,565,1
64,572,1
65,586,1
74,571,1
81,553,1
83,578,1
104,552,1
115,552,1
107,575,1
120,572,1
139,563,1
154,561,1
155,572,1
172,566,1
171,579,1
186,554,1
194,583,1
251,594,1
249,557,1
260,595,1
232,403,1
248,406,1
241,391,1
262,411,1
283,415,1
284,427,1
252,435,1
264,442,1
249,446,1
246,466,1
259,460,1
259,475,1
272,473,1
257,488,1
272,488,1
283,482,1
286,502,1
306,490,1
316,486,1
324,495,1
339,516,1
340,530,1
354,527,1
366,517,1
305,546,1
317,551,1
322,540,1
327,585,1
335,586,1
336,467,1
346,489,1
437,518,1
444,524,1
426,531,1
435,540,1
442,553,1
428,553,1
417,559,1
403,545,1
395,558,1
406,574,1
438,563,1
443,568,1
457,577,1
464,563,1
482,565,1
475,551,1
493,539,1
496,524,1
482,590,1
498,570,1
511,578,1
521,590,1
504,589,1
490,596,1
502,548,1
511,474,1
497,483,1
484,492,1
459,476,1
459,460,1
428,461,1
417,467,1
394,466,1
330,418,1
347,416,1
339,403,1
337,391,1
350,396,1
403,422,1
394,438,1
409,440,1
426,441,1
462,433,1
457,411,1
472,419,1
398,399,1
382,388,1
396,377,1
414,373,1
424,373,1
424,359,1
440,364,1
460,369,1
473,378,1
476,356,1
540,344,1
547,332,1
558,310,1
567,285,1
555,291,1
569,265,1
556,275,1
540,288,1
532,310,1
524,288,1
496,288,1
482,291,1
477,301,1
489,304,1
508,312,1
508,330,1
529,263,1
515,254,1
504,241,1
502,228,1
520,223,1
474,192,1
476,207,1
464,214,1
479,217,1
471,229,1
455,230,1
461,263,1
469,248,1
486,249,1
493,209,1
544,372,1
590,409,1
607,386,1
603,358,1
613,351,1
652,391,1
684,418,1
665,424,1
652,435,1
606,456,1
619,461,1
674,481,1
700,479,1
729,477,1
722,450,1
753,406,1
738,391,1
721,393,1
721,377,1
594,305,1
591,291,1
619,301,1
624,308,1
590,209,1
581,201,1
548,195,1
530,243,1
646,547,1
604,573,1
528,564,1
553,564,1
542,594,1
593,553,1
579,545,1
588,529,1
603,532,1
606,511,1
603,503,1
620,504,1
615,492,1
445,304,1
419,291,1
397,302,1
381,301,1
364,312,1
380,323,1
371,337,1
380,357,1
299,347,1
280,333,1
273,320,1
275,306,1
293,304,1
304,319,1
293,291,1
306,283,1
302,273,1
307,254,1
318,259,1
338,262,1
354,264,1
416,248,1
431,243,1
211,336,1
215,321,1
194,311,1
206,304,1
195,291,1
211,289,1
192,250,1
206,249,1
229,294,1
250,288,1
265,288,1
258,276,1
261,262,1
274,249,1
274,192,1
285,203,1
283,178,1
293,186,1
311,196,1
322,207,1
336,207,1
340,196,1
326,180,1
322,172,1
316,164,1
306,162,1
306,175,1
315,183,1
356,201,1
360,189,1
369,173,1
381,157,1
391,152,1
398,144,1
391,123,1
407,107,1
354,126,1
354,141,1
396,159,1
385,171,1
382,182,1
401,172,1
398,188,1
406,197,1
430,185,1
