X,Y
757.115,176.885
736.115,181.885
304.682,183.682
446.5,185.7
29.0,190.0
659.409,189.864
762.115,189.885
737.25,190.833
469.5,191.7
250.885,194.885
718.25,196.833
337.682,206.682
385.682,207.682
263.682,208.682
774.115,210.885
779.115,218.885
563.5,220.7
536.5,222.7
768.115,225.885
582.5,228.7
653.409,231.864
594.5,232.7
682.409,232.864
696.25,235.833
675.409,237.864
777.115,238.885
551.5,246.7
506.5,247.7
544.5,252.7
509.5,260.7
567.5,267.7
581.5,275.7
695.318,278.682
260.682,283.682
229.682,284.682
657.5,294.5
692.3,296.5
87.0,310.5
167.864,328.409
626.5,331.5
616.5,336.5
63.0,340.5
59.0,385.5
538.5,394.5
530.5,421.5
400.5,451.5
390.7,458.5
124.864,481.409
421.5,486.5
508.5,491.3
95.0,512.3
227.864,526.409
219.833,541.25
536.5,566.3
522.5,573.3
