X,Y,Z
751,463,1
645,462,1
639,416,1
791,71,1
642,56,1
658,45,1
652,30,1
426,55,1
237,51,1
230,40,1
370,256,1
358,258,1
323,271,1
263,176,1
285,162,1
307,162,1
348,170,1
371,178,1
416,337,1
408,373,1
414,401,1
345,563,1
330,531,1
302,526,1
302,542,1
271,547,1
191,543,1
246,480,1
296,505,1
306,494,1
334,419,1
303,408,1
286,398,1
231,381,1
181,297,1
120,292,1
98,292,1
57,265,1
135,233,1
94,173,1
96,157,1
19,160,1
25,128,1
183,123,1
181,142,1
212,157,1
189,157,1
182,160,1
177,181,1
192,186,1
193,200,1
212,202,1
221,182,1
202,182,1
