X,Y,Z
145,22,1
183,126,1
197,118,1
191,135,1
253,51,1
318,65,1
330,23,1
324,7,1
180,13,1
79,100,1
403,35,1
354,67,1
357,74,1
372,79,1
375,94,1
360,108,1
438,98,1
456,99,1
480,83,1
542,71,1
555,81,1
565,59,1
592,46,1
546,16,1
559,7,1
563,25,1
629,9,1
652,42,1
675,54,1
659,58,1
661,87,1
663,104,1
622,110,1
590,177,1
634,221,1
639,231,1
655,201,1
645,173,1
672,180,1
687,209,1
616,240,1
557,259,1
516,223,1
501,223,1
510,209,1
507,184,1
509,241,1
697,320,1
365,488,1
70,429,1
73,484,1
181,525,1
207,433,1
212,451,1
229,449,1
271,379,1
654,300,1
635,293,1
366,593,1
348,593,1
243,306,1
265,530,1
86,552,1
