X,Y
640,13
32,15
763,16
659,20
34,29
763,35
690,36
96,52
137,61
240,61
59,67
789,69
189,77
45,82
293,84
324,90
46,102
666,102
121,106
783,108
274,109
237,111
207,112
218,115
741,116
184,124
212,126
233,129
791,129
749,130
394,131
98,135
321,136
170,137
12,142
420,142
298,145
350,146
463,150
394,151
210,152
313,153
487,153
769,154
58,158
91,158
289,158
468,158
77,161
348,162
327,165
495,165
363,168
49,170
589,172
509,173
298,175
553,177
86,178
195,178
574,186
260,187
290,187
582,188
111,189
553,189
227,191
270,192
605,192
55,194
184,197
549,197
604,199
512,200
628,205
52,206
405,206
471,206
25,207
221,208
158,209
177,210
507,210
360,213
603,213
417,215
188,216
146,217
308,217
624,217
605,220
447,221
576,221
653,221
283,222
402,222
48,223
383,223
684,224
617,226
231,228
187,229
202,229
214,229
270,229
593,230
394,231
315,232
117,235
173,235
408,237
572,238
702,239
612,241
320,242
233,243
148,244
678,244
719,244
400,247
700,247
56,252
188,252
211,252
623,252
593,255
69,256
710,256
114,258
731,258
333,259
159,264
605,264
298,267
755,267
597,269
786,270
629,271
615,276
156,279
598,281
722,281
104,282
338,283
555,283
611,283
527,284
470,288
669,288
102,293
456,294
718,294
162,295
22,296
440,296
662,297
296,298
635,298
393,300
92,302
417,302
207,305
362,309
789,310
31,311
331,311
671,311
715,313
415,314
396,315
661,316
205,318
297,318
638,319
28,321
47,321
375,322
241,325
258,327
779,327
108,328
126,328
87,330
173,330
412,331
723,331
335,332
393,335
231,336
422,339
167,340
109,341
777,341
98,342
238,342
147,343
700,343
178,348
470,350
251,351
415,351
461,354
106,355
681,355
595,356
715,357
34,358
432,358
233,359
623,360
124,361
319,361
142,362
724,362
91,366
353,366
471,367
216,368
653,368
412,369
64,371
435,371
601,371
537,373
617,375
87,378
498,378
524,380
246,381
174,383
725,384
21,387
552,387
609,387
508,388
412,389
81,392
355,392
572,393
101,394
6,396
657,396
753,398
37,400
313,402
417,403
432,403
89,406
469,406
480,408
697,408
780,408
19,410
506,412
660,414
690,414
103,417
696,418
154,419
217,420
56,421
77,422
684,422
505,425
54,434
724,435
503,436
70,439
119,439
752,440
524,442
710,443
566,444
173,446
337,446
487,448
714,452
453,455
734,455
168,458
332,461
707,461
109,468
215,468
575,468
651,468
175,471
606,471
596,475
339,479
377,481
110,484
212,484
27,485
175,485
387,486
356,487
200,489
724,491
51,492
433,493
218,495
361,496
383,497
152,498
178,499
285,501
710,501
323,502
213,505
27,506
96,506
158,511
232,512
359,512
324,514
704,518
67,520
218,522
163,523
313,523
109,525
22,537
159,538
426,539
764,540
166,549
453,550
94,554
188,556
436,556
200,559
26,561
135,563
164,563
207,570
701,571
220,576
331,576
151,578
764,579
751,581
138,587
230,587
739,589
