X,Y
366.3,20.5
366.3,35.5
165.3,45.5
349.3,50.5
309.3,78.5
51.3,81.5
86.3,88.5
65.5,98.5
130.3,108.5
353.5,171.5
452.3,179.5
354.3,185.5
368.3,194.5
338.3,195.5
298.3,202.5
382.3,202.5
681.3,209.5
171.3,211.5
310.3,215.5
424.3,226.5
87.3,229.5
459.3,242.5
423.3,244.5
387.3,258.5
312.3,263.5
272.3,280.5
143.3,299.5
155.3,301.5
181.136,303.409
214.3,310.5
219.3,310.5
166.3,313.5
364.3,315.5
670.3,323.5
433.5,325.5
226.3,337.5
284.3,339.5
286.3,363.5
297.3,363.5
547.3,367.5
255.3,370.5
177.5,388.5
206.3,390.5
442.25,392.417
460.3,391.5
429.3,392.5
360.3,393.5
596.3,394.5
320.3,396.5
272.3,401.5
378.3,412.5
430.3,418.5
516.3,420.5
252.3,423.5
395.227,424.318
414.3,435.5
250.3,439.5
525.3,441.5
480.3,443.5
561.5,447.5
380.038,458.346
414.3,457.5
430.3,461.5
525.167,462.25
364.962,466.654
350.3,476.5
317.3,479.5
479.3,481.5
267.3,482.5
536.3,482.5
334.3,485.5
235.786,490.976
252.3,491.5
351.3,492.5
394.3,494.5
336.3,504.5
408.3,507.5
424.3,507.5
214.3,508.5
241.5,510.5
317.3,529.5
461.3,530.5
307.3,534.5
321.3,542.5
465.3,548.5
393.3,557.5
460.3,557.5
476.3,580.5
522.3,584.5
