X,Y
219.167,1.7
356.3,3.5
138.3,4.5
304.3,5.5
288.3,6.5
77.3,14.5
196.3,14.5
222.3,14.5
66.3,15.5
276.3,18.5
204.3,21.5
234.3,22.5
344.3,28.5
72.3,29.5
260.3,29.5
92.3,30.5
242.3,33.5
377.3,34.5
140.3,36.5
227.667,42.5
356.3,44.5
204.3,49.5
246.3,51.5
370.367,53.967
420.3,60.5
85.3,63.5
367.3,65.5
98.3,70.5
248.3,73.5
543.3,74.5
31.3,85.5
300.3,85.5
182.3,88.5
202.3,89.5
548.3,92.5
569.3,92.5
229.3,99.5
577.5,101.5
386.3,102.5
131.3,104.5
374.3,109.5
115.3,115.5
313.3,115.5
584.3,117.5
633.3,122.5
563.3,123.5
606.3,126.5
460.3,128.5
555.3,132.5
98.3,137.5
576.3,137.5
555.286,145.714
566.3,145.5
293.3,150.5
381.3,150.5
585.045,150.5
690.3,150.5
568.3,154.5
461.3,155.5
560.3,160.5
684.3,163.5
470.3,174.5
295.3,176.5
324.3,180.5
453.3,180.5
705.5,180.5
358.3,181.5
434.3,184.5
22.3,187.5
283.3,187.5
345.3,192.5
240.3,193.5
215.3,200.5
238.3,201.5
154.3,202.5
195.3,203.5
254.3,203.5
177.5,204.5
685.3,211.5
195.3,212.5
359.3,212.5
146.3,214.5
645.3,215.5
209.3,220.5
29.3,221.5
660.3,221.5
179.3,222.5
134.3,224.5
48.3,225.5
224.3,225.5
346.3,231.5
670.3,232.5
243.3,236.5
214.3,239.5
400.3,239.5
164.3,241.5
714.3,243.5
489.3,244.5
93.3,248.5
739.3,252.5
776.136,255.591
166.3,256.5
281.3,257.5
401.5,260.5
785.433,264.367
237.3,265.5
734.071,265.643
760.3,265.5
772.3,269.5
226.3,270.5
746.3,271.5
695.318,275.682
458.3,278.5
679.3,281.5
763.3,281.5
36.3,283.5
736.3,285.5
713.3,290.5
692.1,291.9
678.3,294.5
295.3,296.5
708.3,302.5
753.5,302.5
310.3,303.5
651.3,303.5
428.3,309.5
491.3,311.5
440.3,314.5
53.3,315.5
608.3,315.5
323.3,316.5
60.3,320.5
585.3,322.5
627.3,323.5
700.3,325.5
42.3,332.5
358.3,340.5
706.3,340.5
556.3,342.5
386.3,343.5
536.3,344.5
423.3,349.5
30.3,350.5
433.3,350.5
745.3,353.5
405.3,355.5
688.3,356.5
554.3,357.5
339.3,360.5
426.3,362.5
761.3,362.5
526.3,363.5
749.3,365.5
509.3,367.5
177.5,369.5
655.3,369.5
444.3,371.5
733.3,376.5
756.3,377.5
184.3,378.5
648.3,378.5
320.3,379.5
689.5,381.5
586.3,384.5
718.3,384.5
671.3,385.5
511.3,387.5
745.3,388.5
646.3,392.5
316.3,395.5
296.3,396.5
752.3,399.5
661.3,400.5
708.3,400.5
701.3,402.5
543.3,403.5
2.3,407.5
674.3,410.5
600.3,411.5
580.3,414.5
295.3,418.5
704.3,420.5
359.3,422.5
749.3,422.5
793.3,422.5
384.3,427.5
628.3,430.5
41.3,431.5
327.3,431.5
704.3,435.5
302.3,436.5
271.3,439.5
765.3,445.5
666.3,446.5
55.3,447.5
417.5,451.5
463.3,453.5
222.3,461.5
43.3,463.5
749.3,465.5
26.3,481.5
660.3,482.5
181.3,493.5
665.3,498.5
159.3,499.5
58.3,500.5
463.5,500.5
448.3,501.5
760.3,502.5
127.3,503.5
489.3,505.5
284.3,511.5
797.3,511.5
679.3,514.5
487.3,520.5
126.3,522.5
628.3,522.5
475.3,533.5
492.3,535.5
552.3,535.5
628.3,539.5
22.3,541.5
466.3,541.5
687.3,545.5
663.3,550.5
486.3,553.5
255.3,563.5
547.3,564.5
714.3,567.5
561.3,571.5
176.3,582.5
602.3,584.5
472.3,585.5
621.3,585.5
737.5,588.5
334.3,590.5
373.3,591.5
352.3,594.5
