X,Y,Z
141,591,1
134,576,1
117,556,1
105,489,1
109,503,1
118,483,1
331,493,1
309,371,1
267,377,1
224,370,1
211,387,1
197,407,1
182,401,1
186,389,1
186,475,1
178,491,1
191,489,1
201,467,1
203,484,1
217,485,1
216,498,1
203,499,1
231,507,1
236,521,1
245,514,1
250,528,1
242,546,1
234,538,1
220,533,1
198,530,1
216,554,1
220,564,1
233,557,1
206,561,1
198,554,1
183,545,1
188,562,1
186,578,1
162,593,1
165,584,1
149,580,1
157,576,1
153,564,1
149,551,1
491,436,1
532,531,1
155,532,1
154,522,1
179,519,1
169,516,1
164,513,1
129,560,1
111,519,1
130,481,1
131,500,1
123,501,1
134,476,1
141,471,1
138,489,1
135,554,1
136,538,1
178,560,1
191,511,1
177,503,1
289,433,1
304,444,1
124,447,1
157,549,1
172,537,1
242,371,1
460,390,1
419,382,1
422,498,1
408,575,1
167,564,1
116,541,1
126,541,1
122,513,1
132,523,1
161,210,1
152,498,1
158,488,1
