X,Y,Z
73,112,1
51,121,1
55,141,1
57,155,1
86,159,1
117,151,1
165,166,1
159,195,1
152,133,1
172,115,1
220,125,1
242,111,1
222,83,1
279,76,1
302,80,1
314,78,1
364,85,1
419,56,1
438,15,1
451,26,1
479,40,1
510,20,1
750,12,1
781,84,1
624,175,1
605,189,1
615,197,1
624,206,1
634,199,1
630,217,1
603,209,1
619,223,1
649,248,1
672,268,1
694,287,1
705,345,1
742,365,1
755,356,1
755,374,1
743,382,1
743,405,1
744,459,1
678,423,1
598,390,1
638,322,1
603,308,1
569,267,1
521,246,1
548,180,1
597,115,1
490,123,1
451,188,1
397,208,1
364,199,1
356,163,1
318,136,1
310,146,1
222,192,1
230,206,1
296,200,1
322,255,1
258,252,1
210,259,1
222,269,1
173,247,1
133,273,1
70,297,1
186,400,1
226,424,1
266,461,1
272,527,1
214,548,1
171,519,1
70,513,1
82,526,1
258,357,1
285,415,1
322,340,1
414,281,1
524,299,1
463,346,1
517,375,1
327,566,1
300,568,1
300,582,1
382,472,1
393,461,1
406,456,1
412,456,1
390,452,1
371,453,1
361,449,1
351,448,1
356,456,1
335,443,1
340,438,1
340,425,1
353,432,1
359,416,1
351,416,1
351,401,1
366,402,1
373,392,1
378,399,1
389,393,1
401,401,1
413,411,1
419,422,1
421,436,1
398,430,1
391,439,1
373,438,1
379,425,1
389,419,1
397,418,1
393,406,1
385,408,1
405,469,1
