X,Y
241,6
261,7
192,8
169,9
233,10
251,13
567,13
562,22
192,27
336,29
267,31
347,31
358,35
562,37
376,47
372,107
73,110
357,113
344,116
374,118
349,120
331,126
316,132
348,132
363,133
386,139
358,145
375,146
170,158
146,168
171,173
368,177
65,178
346,179
154,180
150,187
61,189
164,190
341,206
259,228
284,235
323,235
374,241
307,243
342,243
366,248
358,256
346,261
361,271
347,280
201,283
326,286
160,289
202,292
343,293
24,297
586,301
569,302
312,303
334,304
448,305
352,309
592,310
329,313
434,314
564,317
317,321
464,321
333,322
549,327
570,328
649,332
665,335
686,335
585,340
690,342
640,344
616,346
650,348
614,352
621,357
660,358
601,360
639,364
664,364
199,367
215,369
179,371
627,371
597,375
211,377
423,382
466,382
179,384
447,385
80,389
216,389
169,390
680,390
438,393
464,393
661,397
675,399
697,402
494,403
73,407
665,408
425,419
75,425
664,425
700,427
649,432
687,435
673,438
376,442
684,448
666,449
121,458
640,461
323,466
341,466
727,468
671,472
739,476
731,482
511,483
501,489
736,516
586,576
