X,Y,Z
632,438,1
621,428,1
655,424,1
658,414,1
663,401,1
671,411,1
681,402,1
681,414,1
642,413,1
629,406,1
615,394,1
624,381,1
600,382,1
608,372,1
616,371,1
619,347,1
632,340,1
602,347,1
598,360,1
592,369,1
587,389,1
574,397,1
563,396,1
569,385,1
551,384,1
563,378,1
550,369,1
540,380,1
529,385,1
535,369,1
553,354,1
564,362,1
574,352,1
581,361,1
582,345,1
582,330,1
566,329,1
557,327,1
592,337,1
609,333,1
617,328,1
603,322,1
594,316,1
580,317,1
563,316,1
571,305,1
572,280,1
590,285,1
582,267,1
600,290,1
571,294,1
548,299,1
535,299,1
549,314,1
542,341,1
535,352,1
510,380,1
502,395,1
519,364,1
520,348,1
492,361,1
502,351,1
512,330,1
521,328,1
529,320,1
509,288,1
529,283,1
545,286,1
538,264,1
544,254,1
554,244,1
527,228,1
514,228,1
515,213,1
534,207,1
515,201,1
503,191,1
492,185,1
505,180,1
477,180,1
477,197,1
498,224,1
498,239,1
488,237,1
469,226,1
455,222,1
476,249,1
465,267,1
471,278,1
483,285,1
488,309,1
488,322,1
469,354,1
461,359,1
457,398,1
468,379,1
474,409,1
446,359,1
454,348,1
427,358,1
436,348,1
425,338,1
412,343,1
415,361,1
401,356,1
388,359,1
372,359,1
356,364,1
338,369,1
325,366,1
346,354,1
358,353,1
333,357,1
325,338,1
309,348,1
297,355,1
283,353,1
281,340,1
285,325,1
296,333,1
309,322,1
320,314,1
337,333,1
340,316,1
354,312,1
359,320,1
382,330,1
396,320,1
417,320,1
415,309,1
406,288,1
393,296,1
436,296,1
456,299,1
456,308,1
472,312,1
448,283,1
419,271,1
387,280,1
372,288,1
364,295,1
353,291,1
355,274,1
340,277,1
318,297,1
301,300,1
296,315,1
279,312,1
256,328,1
260,307,1
246,314,1
230,316,1
227,309,1
219,312,1
190,309,1
196,287,1
189,276,1
176,275,1
170,275,1
164,263,1
157,251,1
168,243,1
178,244,1
192,243,1
215,288,1
225,278,1
204,301,1
222,260,1
237,267,1
240,281,1
204,264,1
264,299,1
280,293,1
285,280,1
271,278,1
275,262,1
281,246,1
285,221,1
297,211,1
293,226,1
289,236,1
291,255,1
306,251,1
309,270,1
321,277,1
330,238,1
342,226,1
335,213,1
309,212,1
326,209,1
348,217,1
354,226,1
348,236,1
358,262,1
370,258,1
384,243,1
392,254,1
399,241,1
396,232,1
381,229,1
366,217,1
342,185,1
349,167,1
362,178,1
369,154,1
382,170,1
400,178,1
438,180,1
417,183,1
417,203,1
409,215,1
398,222,1
387,206,1
373,207,1
377,219,1
417,224,1
419,238,1
420,251,1
432,238,1
440,270,1
453,244,1
544,238,1
562,257,1
519,259,1
485,263,1
444,209,1
456,201,1
430,220,1
359,246,1
257,265,1
479,221,1
505,368,1
404,202,1
339,259,1
319,257,1
291,297,1
372,323,1
376,348,1
405,334,1
246,299,1
237,292,1
199,252,1
194,300,1
318,231,1
328,226,1
373,195,1
396,273,1
411,296,1
441,300,1
636,400,1
