X,Y,Z
65,133,1
84,162,1
122,62,1
126,48,1
38,264,1
44,273,1
51,265,1
28,285,1
41,298,1
131,281,1
122,272,1
121,256,1
133,251,1
137,266,1
139,233,1
141,245,1
157,258,1
153,277,1
162,288,1
166,277,1
170,235,1
160,220,1
172,222,1
173,215,1
183,202,1
187,222,1
196,231,1
176,251,1
192,256,1
184,278,1
175,291,1
184,296,1
194,291,1
207,283,1
209,260,1
204,245,1
246,316,1
207,441,1
249,557,1
252,569,1
272,573,1
270,561,1
257,548,1
272,550,1
301,542,1
331,531,1
267,464,1
286,464,1
303,464,1
321,466,1
375,451,1
382,433,1
263,237,1
319,191,1
304,110,1
261,61,1
347,49,1
500,9,1
764,7,1
190,267,1
360,187,1
352,198,1
357,209,1
367,200,1
410,128,1
422,123,1
599,141,1
768,324,1
789,320,1
687,371,1
682,405,1
687,416,1
689,426,1
703,418,1
718,401,1
723,414,1
739,533,1
728,548,1
787,558,1
761,424,1
