X,Y,Z
162,104,1
152,107,1
36,87,1
34,97,1
9,92,1
70,189,1
59,207,1
82,251,1
104,266,1
112,251,1
125,303,1
133,318,1
166,306,1
122,348,1
149,373,1
109,405,1
143,427,1
104,467,1
78,506,1
114,538,1
157,527,1
186,464,1
191,385,1
212,339,1
243,446,1
277,453,1
254,457,1
242,468,1
224,480,1
217,499,1
173,596,1
255,545,1
249,558,1
269,573,1
301,554,1
369,573,1
340,527,1
338,510,1
325,500,1
318,490,1
314,503,1
327,511,1
487,581,1
538,559,1
568,558,1
579,505,1
578,486,1
599,483,1
554,445,1
527,377,1
427,409,1
398,396,1
356,433,1
363,420,1
346,411,1
348,422,1
334,437,1
293,379,1
260,336,1
183,196,1
249,254,1
263,264,1
253,76,1
288,153,1
293,173,1
325,155,1
320,165,1
335,154,1
330,165,1
348,159,1
371,122,1
293,23,1
448,13,1
504,23,1
434,82,1
388,209,1
320,270,1
313,288,1
439,282,1
434,292,1
441,296,1
437,315,1
461,349,1
456,366,1
663,286,1
503,228,1
528,158,1
592,144,1
660,147,1
717,175,1
762,193,1
739,115,1
748,105,1
755,65,1
797,6,1
