X,Y
437.3,9.5
64.3,10.5
178.3,10.5
641.3,18.5
666.136,20.591
168.3,21.5
601.3,21.5
618.136,22.591
326.3,24.5
716.3,25.5
529.333,26.667
449.3,34.5
602.3,36.5
173.3,38.5
209.3,40.5
224.3,50.5
540.3,58.5
202.3,60.5
128.3,64.5
562.3,64.5
33.3,68.5
105.136,70.409
241.3,70.5
97.3,72.5
226.3,72.5
436.3,74.5
324.3,76.5
216.3,77.5
718.3,78.5
69.3,82.5
225.3,84.5
589.3,90.5
82.3,94.5
366.3,98.5
66.3,100.5
326.3,100.5
101.3,105.5
304.3,118.5
217.3,122.5
661.3,125.5
330.3,128.5
176.3,130.5
704.3,134.5
21.3,140.5
453.3,141.5
52.3,142.5
234.3,145.5
396.3,146.5
452.3,152.5
708.3,153.5
412.3,160.5
429.3,173.5
556.3,173.5
256.3,174.5
274.3,180.5
602.3,188.5
264.3,192.5
625.3,192.5
120.3,193.5
274.3,202.5
693.312,206.812
540.3,208.5
290.3,209.5
57.3,216.5
189.3,217.5
140.3,222.5
97.3,226.5
513.3,229.5
681.3,229.5
126.3,232.5
76.3,237.5
417.3,237.5
474.3,237.5
448.3,242.5
789.6,244.55
533.3,246.5
388.3,250.5
462.3,252.5
178.3,260.5
348.3,261.5
368.3,264.5
330.3,265.5
480.3,268.5
83.962,273.885
154.3,274.5
305.3,276.5
324.3,276.5
337.3,276.5
6.3,277.5
185.3,277.5
358.0,277.5
757.3,278.5
436.3,280.5
262.3,282.5
90.3,284.5
349.3,284.5
72.3,285.5
300.3,286.5
402.3,288.5
26.3,289.5
145.3,290.5
108.136,294.591
382.3,296.5
326.3,300.5
202.3,301.5
306.3,301.5
360.3,301.5
784.3,301.5
690.3,306.5
292.3,318.5
737.136,320.591
326.3,321.5
712.3,321.5
40.3,324.5
721.3,325.5
372.3,328.5
393.3,329.5
486.3,332.5
118.3,336.5
85.3,340.5
201.3,344.5
153.136,346.591
109.3,352.5
777.3,354.5
273.3,356.5
192.3,357.5
510.3,360.5
416.3,364.5
433.3,364.5
456.3,372.5
774.3,377.5
718.3,378.5
204.3,381.5
329.3,381.5
185.3,382.5
758.136,392.591
216.3,398.5
721.3,400.5
33.3,404.5
173.3,404.5
230.3,404.5
518.3,404.5
400.0,406.5
182.3,410.5
225.3,410.5
544.3,412.5
425.3,413.5
558.3,414.5
573.3,417.5
588.3,417.5
216.3,420.5
229.3,424.5
386.3,425.5
238.143,433.786
337.3,433.5
404.3,433.5
317.3,434.5
589.3,437.5
389.071,444.429
214.3,444.5
294.3,449.5
342.3,452.5
360.3,452.5
421.735,455.971
618.318,457.682
757.3,460.5
401.3,461.5
568.3,462.5
438.3,464.5
126.3,465.5
608.3,468.5
586.3,478.5
540.289,482.868
142.3,482.5
404.3,484.5
561.833,485.5
448.3,486.5
548.3,488.433
80.3,488.5
109.3,489.5
125.3,493.5
309.3,493.5
524.3,494.5
721.625,496.0
97.3,497.5
564.3,497.5
293.3,500.5
622.3,502.5
321.5,504.591
546.3,505.5
110.3,509.5
381.3,509.5
445.3,510.5
565.3,512.5
96.3,514.5
370.3,514.5
306.3,516.5
470.3,516.5
626.3,517.5
80.3,521.5
266.3,525.5
405.3,526.5
790.136,528.591
249.3,530.5
102.3,533.5
624.079,534.289
536.3,537.5
794.3,540.5
449.3,545.5
496.3,545.5
716.3,548.5
316.3,549.5
392.3,553.5
482.3,553.5
426.3,554.5
537.3,554.5
441.3,558.5
49.3,560.5
302.3,560.5
456.227,561.318
701.3,561.5
777.3,572.5
89.3,574.5
436.3,576.5
460.045,576.5
609.3,588.5
150.3,590.5
