X,Y
496.214,0.929
511.3,3.5
273.3,7.5
257.5,9.5
521.3,16.5
177.3,20.5
262.3,21.5
531.5,24.125
121.3,24.5
140.3,27.5
356.3,28.5
379.3,28.5
174.3,30.5
231.3,68.5
116.3,77.5
99.3,78.5
114.3,87.5
156.3,93.5
558.3,99.5
579.3,100.5
406.3,105.5
472.3,121.5
660.3,125.5
192.3,128.5
505.3,133.5
123.3,142.5
141.3,142.5
586.3,145.5
597.3,145.5
528.3,147.5
684.3,147.5
80.3,151.5
538.3,157.5
548.3,174.5
389.3,176.5
426.3,184.5
570.3,185.5
666.3,189.5
397.3,200.5
794.3,200.5
479.3,201.5
554.3,204.5
546.3,205.5
719.3,212.5
602.3,215.5
400.3,220.5
565.3,223.5
383.3,224.5
227.3,227.5
724.136,230.409
633.3,231.5
539.3,233.5
368.3,237.5
607.0,241.5
243.3,243.5
605.3,258.5
196.3,266.5
689.3,273.5
629.3,301.5
644.3,302.5
623.3,315.5
265.3,326.5
614.3,330.5
631.3,336.5
200.3,363.5
388.3,381.5
326.3,387.5
448.389,400.611
752.3,400.5
376.3,402.5
341.3,403.5
771.3,406.5
299.3,414.5
378.3,419.5
395.3,419.5
543.3,429.5
245.3,431.5
466.3,437.5
262.3,439.5
280.3,452.5
643.3,461.5
283.3,483.5
143.3,487.5
157.3,489.5
339.676,495.559
496.3,495.5
724.3,496.5
440.3,499.5
138.3,503.5
353.3,503.5
297.3,505.5
503.3,506.5
177.5,508.5
321.5,508.5
427.3,509.5
452.3,513.5
191.3,520.5
452.3,524.5
580.3,525.5
461.3,532.5
450.1,538.1
272.3,547.5
542.3,554.5
348.3,559.5
389.3,564.5
306.3,567.5
334.3,567.5
492.3,569.5
350.3,573.5
566.3,573.5
455.5,576.5
475.3,578.5
341.3,581.5
720.3,581.5
372.3,583.5
435.3,589.5
454.3,589.5
651.3,591.5
