X,Y,Z
388,477,1
374,348,1
379,329,1
383,342,1
382,305,1
417,273,1
406,283,1
447,271,1
536,279,1
623,349,1
611,345,1
601,352,1
600,369,1
621,415,1
610,420,1
619,427,1
617,397,1
602,398,1
588,393,1
574,389,1
562,386,1
558,362,1
553,341,1
541,348,1
537,371,1
567,355,1
567,333,1
473,325,1
471,313,1
472,299,1
463,269,1
472,508,1
472,494,1
492,498,1
501,488,1
534,467,1
577,441,1
565,434,1
571,423,1
593,427,1
603,437,1
615,444,1
618,375,1
542,413,1
540,431,1
552,446,1
542,443,1
561,459,1
437,479,1
440,464,1
425,467,1
454,475,1
445,445,1
447,432,1
420,411,1
407,410,1
409,402,1
394,400,1
405,388,1
415,386,1
447,400,1
458,415,1
464,398,1
468,410,1
477,406,1
484,403,1
484,385,1
484,342,1
468,347,1
450,347,1
498,327,1
514,494,1
492,481,1
371,512,1
593,472,1
537,179,1
497,206,1
523,302,1
525,318,1
536,326,1
535,313,1
587,462,1
509,471,1
457,257,1
462,300,1
450,305,1
465,281,1
608,389,1
501,422,1
494,432,1
527,478,1
332,532,1
442,281,1
430,279,1
500,354,1
570,405,1
576,403,1
550,244,1
568,244,1
565,230,1
558,260,1
497,290,1
495,276,1
513,275,1
509,264,1
409,313,1
428,295,1
597,416,1
609,463,1
409,448,1
424,430,1
468,444,1
486,443,1
487,460,1
461,520,1
