X,Y,Z
562,334,1
575,343,1
590,344,1
605,340,1
607,356,1
591,360,1
617,371,1
598,373,1
582,367,1
574,377,1
570,355,1
559,355,1
544,356,1
545,348,1
533,349,1
546,373,1
593,417,1
603,408,1
643,450,1
703,393,1
700,370,1
755,374,1
729,331,1
748,235,1
444,262,1
443,286,1
415,286,1
408,306,1
438,361,1
461,395,1
470,396,1
513,437,1
575,463,1
598,527,1
673,537,1
483,492,1
407,459,1
376,482,1
361,465,1
362,353,1
354,362,1
354,242,1
246,282,1
165,242,1
170,188,1
112,186,1
34,242,1
6,350,1
61,371,1
78,358,1
72,347,1
86,374,1
100,415,1
146,394,1
271,377,1
229,448,1
187,459,1
85,521,1
56,532,1
19,521,1
175,451,1
518,278,1
