X,Y,Z
726,271,1
718,279,1
723,320,1
727,308,1
722,298,1
661,264,1
655,276,1
676,492,1
667,475,1
645,465,1
632,453,1
628,438,1
615,440,1
607,438,1
589,415,1
583,402,1
573,390,1
582,381,1
593,357,1
555,378,1
562,393,1
540,400,1
527,406,1
525,416,1
531,423,1
535,430,1
534,441,1
462,457,1
468,445,1
479,441,1
476,428,1
475,416,1
449,413,1
447,423,1
447,433,1
435,435,1
423,424,1
464,435,1
337,510,1
332,520,1
325,518,1
386,422,1
374,432,1
369,414,1
380,398,1
337,392,1
349,408,1
359,424,1
341,435,1
326,426,1
271,408,1
281,414,1
257,410,1
254,384,1
266,357,1
280,354,1
279,345,1
300,339,1
311,332,1
313,347,1
223,379,1
233,366,1
204,376,1
203,357,1
222,351,1
227,321,1
232,308,1
247,304,1
184,347,1
169,356,1
162,345,1
174,331,1
194,325,1
188,303,1
189,288,1
201,284,1
150,333,1
103,330,1
76,341,1
72,331,1
54,347,1
56,334,1
42,339,1
369,372,1
362,362,1
377,352,1
412,381,1
424,374,1
418,361,1
430,368,1
456,369,1
467,350,1
479,350,1
479,361,1
494,348,1
498,369,1
483,334,1
502,319,1
438,340,1
435,328,1
427,318,1
596,298,1
596,282,1
582,271,1
569,283,1
562,269,1
554,276,1
559,295,1
543,288,1
528,281,1
536,271,1
533,264,1
518,266,1
507,259,1
505,242,1
574,228,1
569,218,1
566,210,1
563,203,1
579,190,1
583,205,1
584,215,1
576,216,1
551,228,1
550,218,1
544,218,1
545,208,1
536,194,1
530,200,1
532,209,1
526,216,1
511,207,1
508,191,1
474,235,1
464,244,1
437,279,1
405,286,1
397,297,1
385,302,1
357,300,1
359,282,1
359,272,1
374,269,1
367,257,1
381,249,1
393,240,1
413,233,1
420,218,1
437,228,1
441,235,1
445,227,1
431,216,1
428,207,1
444,210,1
453,201,1
440,196,1
459,178,1
474,190,1
297,173,1
303,167,1
315,154,1
327,155,1
306,179,1
322,183,1
333,176,1
333,187,1
344,183,1
345,197,1
351,209,1
358,201,1
361,211,1
359,223,1
364,233,1
372,220,1
381,213,1
374,201,1
394,228,1
383,223,1
405,184,1
395,184,1
438,176,1
431,184,1
427,192,1
417,193,1
407,198,1
397,204,1
396,213,1
373,238,1
376,233,1
340,217,1
313,252,1
318,238,1
310,232,1
300,229,1
293,239,1
298,221,1
289,210,1
284,202,1
305,205,1
308,212,1
315,206,1
321,213,1
330,222,1
308,225,1
447,184,1
710,261,1
455,188,1
461,408,1
188,337,1
193,294,1
483,203,1
474,206,1
