X,Y,Z
386,182,1
374,197,1
400,188,1
400,176,1
364,204,1
350,204,1
345,178,1
334,178,1
352,163,1
341,112,1
336,62,1
324,49,1
357,36,1
367,42,1
374,49,1
475,270,1
481,292,1
492,281,1
489,270,1
489,255,1
502,264,1
493,291,1
490,305,1
449,279,1
406,259,1
394,260,1
347,222,1
409,317,1
370,349,1
351,301,1
447,122,1
473,146,1
501,151,1
522,153,1
524,143,1
547,155,1
557,143,1
568,149,1
531,184,1
538,190,1
548,81,1
566,65,1
552,261,1
564,272,1
595,194,1
617,225,1
552,169,1
615,313,1
625,306,1
624,294,1
598,353,1
603,368,1
613,378,1
597,390,1
589,370,1
593,403,1
584,400,1
563,396,1
549,402,1
538,397,1
536,410,1
548,415,1
535,422,1
525,417,1
525,397,1
516,404,1
525,430,1
524,446,1
481,390,1
511,361,1
441,349,1
396,393,1
390,402,1
363,398,1
356,406,1
345,413,1
420,442,1
425,458,1
434,453,1
445,442,1
447,455,1
461,463,1
470,454,1
463,474,1
473,468,1
477,482,1
476,493,1
488,493,1
492,479,1
500,485,1
515,479,1
510,493,1
506,465,1
487,461,1
497,507,1
507,508,1
502,526,1
492,530,1
482,540,1
475,546,1
726,485,1
713,496,1
716,506,1
725,512,1
714,522,1
726,543,1
734,531,1
739,553,1
730,555,1
753,551,1
745,526,1
758,526,1
749,515,1
769,519,1
778,519,1
755,577,1
737,438,1
657,415,1
639,423,1
696,377,1
684,363,1
653,356,1
663,238,1
660,191,1
693,167,1
652,107,1
664,12,1
695,27,1
720,13,1
725,43,1
741,38,1
790,118,1
787,131,1
775,197,1
781,285,1
767,283,1
678,313,1
565,313,1
797,395,1
313,363,1
302,368,1
295,378,1
289,356,1
277,356,1
276,376,1
285,388,1
263,388,1
276,391,1
264,399,1
295,395,1
302,393,1
285,400,1
283,422,1
296,417,1
299,406,1
292,429,1
374,463,1
345,472,1
322,486,1
310,488,1
283,468,1
260,459,1
258,447,1
245,455,1
252,467,1
274,446,1
270,434,1
285,440,1
247,439,1
254,425,1
237,421,1
236,443,1
215,441,1
221,448,1
213,413,1
235,379,1
233,393,1
261,361,1
243,351,1
145,386,1
137,368,1
146,354,1
106,386,1
56,375,1
57,388,1
101,341,1
115,435,1
122,452,1
111,445,1
102,444,1
112,461,1
166,450,1
169,438,1
140,500,1
235,539,1
270,509,1
211,486,1
218,541,1
212,549,1
183,559,1
179,546,1
173,543,1
158,555,1
173,557,1
122,549,1
117,557,1
108,539,1
101,556,1
75,520,1
49,485,1
51,446,1
28,451,1
42,541,1
32,552,1
24,541,1
20,555,1
12,542,1
7,553,1
23,562,1
16,568,1
20,580,1
30,571,1
48,567,1
60,575,1
33,583,1
44,590,1
27,592,1
19,592,1
10,350,1
5,341,1
14,331,1
4,326,1
14,317,1
24,317,1
33,308,1
8,373,1
235,46,1
240,21,1
234,12,1
212,42,1
226,51,1
201,56,1
195,37,1
207,23,1
195,20,1
191,48,1
176,57,1
169,90,1
138,60,1
122,49,1
106,85,1
126,83,1
121,101,1
99,96,1
51,90,1
40,104,1
39,76,1
40,59,1
23,64,1
17,77,1
8,65,1
14,52,1
33,39,1
55,58,1
67,122,1
69,133,1
58,142,1
64,150,1
59,178,1
15,132,1
5,187,1
12,198,1
21,206,1
5,216,1
7,231,1
15,239,1
33,242,1
36,216,1
46,218,1
46,207,1
35,202,1
19,253,1
31,254,1
217,34,1
546,385,1
534,441,1
522,488,1
480,554,1
188,388,1
159,350,1
9,468,1
68,588,1
51,594,1
111,592,1
743,577,1
795,495,1
700,388,1
709,379,1
706,366,1
737,310,1
715,256,1
662,254,1
742,150,1
713,110,1
739,58,1
310,417,1
495,461,1
