X,Y,Z
20,5,1
35,17,1
13,14,1
14,23,1
44,34,1
5,80,1
56,91,1
72,106,1
110,108,1
120,141,1
57,122,1
67,130,1
63,140,1
77,145,1
97,147,1
91,155,1
72,160,1
61,157,1
23,214,1
17,243,1
36,296,1
40,317,1
38,335,1
48,340,1
36,344,1
55,354,1
73,352,1
20,375,1
39,411,1
18,556,1
26,546,1
34,484,1
45,486,1
75,444,1
86,438,1
102,402,1
123,403,1
132,392,1
129,435,1
139,436,1
150,431,1
131,447,1
146,449,1
149,461,1
139,472,1
124,485,1
146,485,1
155,474,1
169,474,1
160,457,1
157,442,1
173,435,1
172,448,1
172,459,1
187,445,1
200,434,1
215,440,1
226,438,1
222,451,1
219,465,1
214,477,1
212,453,1
178,497,1
160,491,1
164,524,1
179,517,1
193,519,1
197,507,1
213,517,1
226,510,1
137,578,1
187,561,1
203,574,1
238,529,1
228,540,1
236,550,1
234,566,1
231,590,1
257,532,1
275,525,1
287,527,1
257,550,1
283,542,1
297,538,1
301,553,1
309,542,1
317,553,1
333,567,1
351,578,1
333,593,1
324,575,1
314,569,1
301,584,1
314,592,1
283,577,1
286,568,1
251,587,1
272,587,1
348,547,1
350,535,1
348,509,1
307,485,1
306,466,1
273,479,1
157,55,1
170,59,1
186,58,1
199,41,1
203,55,1
178,71,1
178,83,1
194,76,1
207,68,1
218,61,1
216,81,1
207,89,1
220,101,1
244,106,1
250,93,1
269,89,1
273,104,1
157,152,1
176,166,1
199,158,1
133,224,1
86,222,1
81,238,1
78,254,1
92,231,1
101,243,1
106,249,1
92,248,1
102,259,1
112,275,1
141,293,1
175,254,1
210,288,1
215,301,1
190,326,1
194,336,1
205,351,1
246,333,1
243,346,1
241,357,1
259,349,1
173,405,1
216,384,1
238,393,1
226,411,1
236,416,1
263,394,1
283,427,1
295,428,1
285,413,1
283,397,1
291,389,1
318,389,1
327,373,1
332,389,1
353,381,1
314,405,1
299,412,1
323,417,1
355,457,1
372,459,1
384,576,1
396,587,1
415,581,1
430,547,1
426,531,1
443,540,1
451,523,1
441,507,1
450,505,1
445,494,1
466,508,1
471,519,1
482,522,1
472,530,1
477,500,1
487,487,1
475,480,1
490,508,1
506,507,1
495,558,1
483,566,1
466,571,1
477,579,1
489,578,1
437,446,1
407,398,1
433,390,1
418,383,1
412,380,1
401,382,1
401,365,1
419,352,1
356,322,1
353,293,1
401,285,1
378,271,1
369,266,1
353,265,1
354,275,1
312,270,1
322,257,1
304,254,1
303,291,1
367,250,1
354,237,1
335,226,1
337,207,1
322,215,1
320,228,1
330,241,1
346,247,1
364,186,1
348,182,1
299,167,1
293,181,1
276,171,1
254,178,1
265,152,1
233,165,1
275,194,1
239,207,1
257,212,1
278,219,1
251,228,1
256,247,1
274,234,1
273,250,1
308,196,1
320,109,1
333,104,1
259,23,1
264,35,1
300,26,1
304,13,1
285,29,1
293,50,1
307,55,1
303,78,1
315,39,1
325,26,1
330,5,1
340,20,1
338,34,1
340,47,1
349,61,1
362,52,1
349,11,1
366,23,1
369,8,1
383,13,1
379,28,1
394,18,1
401,28,1
409,11,1
415,26,1
430,16,1
440,4,1
445,13,1
440,22,1
432,36,1
410,43,1
412,56,1
424,52,1
448,36,1
405,83,1
396,93,1
432,140,1
422,162,1
404,183,1
406,197,1
448,96,1
464,103,1
482,112,1
461,86,1
468,64,1
472,50,1
482,20,1
493,55,1
504,73,1
513,63,1
542,20,1
555,11,1
543,10,1
528,7,1
619,23,1
697,10,1
643,89,1
631,89,1
617,101,1
631,102,1
645,107,1
635,115,1
620,114,1
535,76,1
541,98,1
524,100,1
526,112,1
541,111,1
545,124,1
558,133,1
566,120,1
510,129,1
532,135,1
542,141,1
512,141,1
518,149,1
541,160,1
550,170,1
577,172,1
533,162,1
520,165,1
503,160,1
490,174,1
482,160,1
493,183,1
517,181,1
536,178,1
545,188,1
545,200,1
525,195,1
518,216,1
503,212,1
488,204,1
478,208,1
490,220,1
505,228,1
492,238,1
579,241,1
569,253,1
597,258,1
611,258,1
627,262,1
629,283,1
634,298,1
645,281,1
651,302,1
654,288,1
643,242,1
653,236,1
660,257,1
665,267,1
668,250,1
671,235,1
687,244,1
681,267,1
687,283,1
673,288,1
695,294,1
682,325,1
659,175,1
662,146,1
678,150,1
675,170,1
632,241,1
698,278,1
587,319,1
604,325,1
626,309,1
621,341,1
573,329,1
574,342,1
590,339,1
598,351,1
584,356,1
574,374,1
565,381,1
590,374,1
579,399,1
595,387,1
595,404,1
571,390,1
551,380,1
557,398,1
487,285,1
487,299,1
475,293,1
458,294,1
463,309,1
465,325,1
481,322,1
487,314,1
489,333,1
475,338,1
472,367,1
471,388,1
486,407,1
497,410,1
504,419,1
484,423,1
556,461,1
582,450,1
591,458,1
599,442,1
629,445,1
622,417,1
586,472,1
603,482,1
695,388,1
703,396,1
679,399,1
683,422,1
697,424,1
709,416,1
686,475,1
678,500,1
579,518,1
557,553,1
564,542,1
581,544,1
580,591,1
616,576,1
655,550,1
658,561,1
638,567,1
641,579,1
646,591,1
654,579,1
661,590,1
669,573,1
676,589,1
682,574,1
695,584,1
687,595,1
674,597,1
694,263,1
272,543,1
262,566,1
