X,Y
574.3,12.5
553.3,26.5
303.167,38.611
295.3,48.5
596.3,79.5
783.3,106.5
553.3,141.5
607.3,141.5
406.3,146.5
720.3,150.5
615.3,155.5
702.3,163.5
718.3,166.5
34.3,167.5
356.3,174.5
589.3,179.5
742.3,183.5
353.5,184.5
541.3,191.5
738.3,192.5
730.3,197.5
752.3,197.5
786.3,197.5
747.3,201.5
542.3,202.5
560.5,204.5
765.3,208.5
777.3,218.5
534.3,223.5
52.3,226.5
208.3,233.5
789.3,237.5
46.3,247.5
786.3,257.5
50.3,260.5
144.5,275.5
619.3,280.5
443.3,296.5
310.3,304.5
535.3,308.5
496.3,309.5
719.3,309.5
514.3,310.5
488.3,318.5
693.3,321.5
322.3,326.5
314.3,330.5
603.3,338.5
346.3,342.5
357.3,345.5
377.3,350.5
96.3,353.5
209.5,357.5
365.3,357.5
347.3,358.5
610.3,370.5
150.3,371.5
715.3,372.5
141.3,373.5
366.3,373.5
435.3,375.5
354.3,378.5
639.3,378.5
266.3,382.5
141.3,383.5
339.3,383.5
595.3,385.5
547.3,390.5
495.3,394.5
136.3,399.5
436.3,403.5
125.3,407.5
136.3,412.5
543.3,413.5
701.3,413.5
430.3,414.5
506.3,414.5
734.3,414.5
613.3,416.5
160.3,418.5
126.3,420.5
736.5,424.5
656.3,425.5
111.3,427.5
324.3,428.5
614.3,428.5
710.3,428.5
127.3,437.5
442.3,441.5
674.3,441.5
113.3,444.5
125.3,449.5
492.3,451.5
743.3,451.5
398.3,453.5
649.3,453.5
566.3,455.5
777.3,458.5
204.3,459.5
790.3,459.5
50.3,460.5
757.3,463.5
383.3,466.5
456.3,467.5
13.3,468.5
551.3,470.5
192.5,471.5
395.3,471.5
423.3,472.5
530.3,472.5
772.3,472.5
418.3,473.5
323.3,478.5
445.3,478.5
563.3,478.5
92.3,480.5
548.3,482.5
523.3,483.5
513.3,485.5
424.3,490.5
558.3,490.5
91.3,495.5
158.3,495.5
43.3,496.5
773.3,496.5
423.3,498.5
70.3,502.5
302.3,502.5
404.3,502.5
570.3,502.5
584.3,503.5
547.3,504.5
108.3,508.5
31.167,523.389
53.3,523.5
68.3,529.5
669.3,539.5
340.3,565.5
456.3,566.5
255.167,572.611
327.3,573.5
457.3,576.5
477.3,577.5
349.3,579.5
259.3,583.5
456.3,592.5
