X,Y,Z
73,125,1
69,112,1
62,119,1
51,125,1
90,144,1
85,121,1
78,108,1
85,91,1
90,100,1
74,94,1
69,77,1
55,34,1
39,16,1
47,8,1
33,5,1
65,10,1
64,27,1
87,10,1
97,6,1
12,4,1
19,46,1
96,26,1
112,38,1
119,51,1
124,65,1
108,55,1
99,69,1
88,60,1
89,73,1
101,83,1
113,87,1
131,81,1
124,92,1
132,104,1
132,116,1
125,133,1
144,118,1
155,120,1
163,118,1
179,124,1
188,137,1
198,163,1
206,149,1
226,149,1
213,167,1
206,176,1
210,187,1
224,191,1
238,179,1
244,186,1
263,195,1
280,187,1
287,178,1
256,161,1
220,157,1
55,160,1
28,194,1
38,204,1
42,221,1
17,215,1
9,149,1
118,167,1
131,165,1
135,184,1
122,178,1
130,192,1
153,179,1
150,195,1
163,204,1
183,217,1
215,217,1
216,231,1
231,224,1
244,228,1
249,242,1
253,260,1
261,273,1
253,282,1
234,293,1
245,299,1
265,310,1
272,317,1
262,329,1
265,343,1
247,336,1
242,354,1
241,374,1
229,381,1
220,372,1
224,361,1
208,354,1
204,374,1
197,364,1
186,351,1
181,342,1
168,347,1
176,327,1
191,328,1
192,318,1
206,326,1
213,331,1
203,340,1
219,347,1
233,334,1
228,344,1
226,320,1
215,318,1
213,304,1
202,302,1
192,293,1
184,307,1
179,317,1
158,325,1
147,327,1
208,291,1
201,277,1
188,276,1
181,266,1
186,251,1
169,244,1
164,259,1
171,274,1
169,297,1
146,313,1
130,326,1
120,332,1
124,345,1
108,336,1
145,349,1
155,338,1
140,336,1
131,358,1
94,330,1
81,310,1
83,297,1
84,284,1
131,206,1
128,219,1
139,222,1
121,232,1
108,245,1
132,242,1
149,253,1
135,253,1
137,265,1
122,258,1
115,283,1
112,306,1
118,319,1
137,303,1
135,295,1
127,300,1
146,290,1
142,282,1
130,276,1
149,273,1
164,311,1
157,300,1
157,281,1
112,267,1
100,258,1
89,272,1
30,228,1
65,270,1
69,261,1
53,256,1
54,356,1
220,391,1
206,391,1
236,406,1
267,378,1
245,395,1
269,407,1
259,429,1
253,421,1
240,420,1
225,419,1
233,438,1
211,431,1
208,419,1
200,427,1
206,445,1
211,457,1
224,453,1
234,466,1
243,450,1
246,457,1
249,473,1
245,483,1
258,441,1
247,432,1
285,441,1
281,454,1
297,443,1
291,450,1
270,424,1
284,400,1
183,461,1
181,474,1
204,469,1
242,503,1
117,491,1
110,475,1
99,454,1
89,400,1
55,436,1
60,451,1
71,440,1
90,428,1
46,393,1
63,513,1
105,502,1
119,508,1
142,498,1
87,463,1
83,479,1
58,476,1
46,482,1
27,498,1
29,514,1
11,500,1
352,279,1
341,279,1
353,288,1
347,300,1
355,311,1
370,297,1
379,299,1
388,307,1
393,297,1
383,279,1
387,270,1
399,272,1
393,253,1
377,258,1
363,260,1
358,243,1
372,249,1
353,236,1
367,224,1
356,222,1
342,211,1
303,188,1
324,203,1
338,236,1
383,223,1
393,238,1
440,246,1
452,258,1
456,247,1
451,226,1
446,193,1
469,190,1
446,210,1
434,217,1
415,241,1
413,227,1
406,245,1
416,258,1
422,268,1
428,275,1
441,282,1
430,294,1
417,310,1
404,308,1
410,278,1
432,313,1
457,295,1
465,302,1
481,318,1
460,317,1
453,333,1
436,331,1
449,301,1
475,263,1
479,244,1
511,229,1
502,235,1
502,256,1
505,269,1
512,277,1
489,276,1
481,274,1
481,292,1
507,301,1
497,332,1
482,331,1
473,345,1
466,336,1
466,220,1
486,217,1
491,209,1
489,188,1
470,201,1
470,169,1
495,176,1
486,165,1
518,208,1
544,206,1
544,219,1
531,213,1
550,187,1
572,195,1
562,203,1
554,196,1
568,219,1
583,209,1
588,234,1
571,236,1
561,230,1
547,252,1
551,261,1
536,270,1
527,263,1
536,247,1
527,231,1
519,252,1
506,215,1
489,249,1
488,259,1
509,312,1
498,299,1
518,287,1
529,318,1
539,317,1
524,343,1
515,347,1
544,349,1
558,338,1
530,360,1
522,362,1
534,375,1
543,367,1
498,370,1
487,369,1
491,386,1
505,381,1
469,372,1
465,397,1
456,393,1
459,411,1
441,410,1
443,422,1
435,429,1
445,450,1
466,437,1
458,496,1
473,504,1
481,470,1
498,457,1
485,452,1
470,451,1
472,464,1
482,437,1
500,441,1
498,429,1
511,435,1
504,413,1
505,400,1
516,397,1
491,413,1
480,409,1
417,438,1
408,453,1
392,441,1
423,460,1
425,453,1
429,475,1
438,463,1
452,467,1
446,477,1
444,489,1
462,417,1
538,412,1
529,419,1
539,436,1
548,439,1
550,425,1
566,422,1
578,425,1
573,434,1
579,439,1
568,450,1
581,455,1
574,412,1
559,401,1
548,374,1
543,389,1
571,334,1
535,283,1
540,299,1
519,307,1
495,311,1
464,233,1
450,272,1
657,93,1
665,71,1
623,58,1
583,104,1
549,83,1
538,94,1
523,105,1
514,123,1
501,140,1
512,144,1
563,141,1
699,142,1
370,444,1
621,39,1
609,236,1
591,218,1
589,419,1
462,516,1
279,472,1
219,260,1
338,225,1
382,237,1
8,364,1
64,423,1
653,78,1
578,89,1
598,41,1
474,488,1
553,432,1
498,343,1
531,336,1
153,353,1
540,192,1
458,282,1
483,355,1
530,384,1
107,294,1
767,190,1
655,64,1
133,348,1
470,181,1
728,233,1
710,219,1
693,212,1
653,161,1
673,180,1
651,192,1
627,159,1
632,100,1
638,114,1
