X,Y
356.3,12.5
753.3,17.5
785.3,22.5
256.3,28.5
592.3,29.5
236.3,36.5
321.3,38.5
786.3,40.5
588.0,42.5
305.3,46.5
256.3,49.5
401.3,56.5
214.3,57.5
540.3,66.5
313.3,70.5
192.3,74.5
590.3,78.5
157.3,80.5
176.3,81.5
202.3,96.5
298.3,98.5
314.3,100.5
785.3,102.5
237.3,104.5
218.3,113.5
170.3,116.5
613.3,116.5
297.3,117.5
594.3,117.5
206.3,120.5
265.3,120.5
277.3,126.5
185.3,128.5
262.3,130.5
508.3,132.5
276.3,137.5
254.3,140.5
289.3,141.5
185.3,142.5
205.3,142.5
676.3,144.5
700.3,149.5
216.3,157.5
684.3,157.5
277.3,158.5
182.3,165.5
249.3,168.5
552.3,170.5
293.3,172.5
210.3,176.5
280.3,178.5
314.3,180.5
514.3,182.5
230.3,184.5
653.3,184.5
257.3,186.5
266.3,188.5
300.3,192.5
246.3,193.5
317.3,212.5
661.3,213.5
393.3,214.5
208.3,216.5
542.3,217.5
196.3,238.5
618.3,238.5
357.3,241.5
204.3,242.5
220.3,242.5
674.3,244.5
320.3,245.5
337.3,246.5
380.3,248.5
360.3,253.5
213.3,256.5
318.3,256.5
566.3,256.5
168.3,264.5
365.3,268.5
194.3,270.5
212.3,270.5
577.3,272.5
285.3,278.5
616.3,278.5
406.3,280.5
354.3,286.5
578.3,288.5
602.3,289.5
585.3,294.5
346.3,300.5
565.3,301.5
674.3,301.5
189.3,302.5
128.3,305.5
268.3,308.5
337.3,317.5
558.3,324.5
134.3,325.5
148.3,325.5
105.3,326.5
586.3,330.5
188.3,332.5
285.3,333.5
126.3,337.5
318.3,340.5
108.3,345.5
240.3,345.5
298.3,349.5
129.3,352.5
276.3,352.5
254.3,356.5
393.3,356.5
317.3,360.5
108.3,361.5
201.3,377.5
341.3,377.5
453.3,382.5
678.3,393.5
673.3,416.5
426.3,422.5
544.3,424.5
561.3,434.5
370.3,445.5
341.3,446.5
237.3,449.5
280.3,449.5
398.3,458.5
273.3,469.5
372.3,469.5
661.3,472.5
532.3,476.5
569.3,480.5
452.3,482.5
394.3,488.5
666.3,489.5
192.3,496.5
229.3,501.5
173.3,504.5
294.3,504.5
393.3,505.5
242.3,508.5
228.3,509.5
184.3,510.5
206.3,510.5
410.3,510.5
668.3,512.5
506.3,514.5
156.3,516.5
490.3,516.5
473.3,520.5
462.3,521.5
332.3,526.5
596.3,529.5
272.3,530.5
405.3,532.5
346.3,536.5
309.3,537.5
157.3,538.5
469.3,538.5
668.3,538.5
444.3,546.5
406.3,549.5
458.3,553.5
344.3,554.5
412.3,556.5
250.3,560.5
494.3,562.5
656.3,568.5
257.3,577.5
657.3,584.5
316.3,585.5
