X,Y,Z
5,31,1
20,32,1
63,31,1
75,35,1
78,23,1
66,66,1
54,61,1
57,50,1
32,62,1
27,67,1
36,78,1
35,93,1
43,111,1
55,113,1
10,117,1
8,130,1
28,140,1
22,155,1
33,157,1
37,167,1
25,177,1
14,173,1
20,191,1
10,205,1
5,192,1
8,179,1
10,255,1
22,249,1
22,261,1
32,240,1
56,243,1
68,240,1
73,250,1
81,240,1
62,256,1
66,274,1
72,286,1
38,271,1
35,258,1
58,294,1
48,287,1
47,299,1
58,306,1
20,288,1
11,362,1
15,350,1
30,345,1
43,344,1
53,337,1
45,325,1
59,320,1
46,315,1
38,309,1
23,308,1
29,322,1
17,319,1
5,322,1
7,333,1
18,332,1
30,333,1
77,356,1
105,358,1
114,348,1
130,262,1
130,280,1
43,423,1
24,432,1
8,418,1
16,454,1
32,479,1
69,476,1
67,450,1
66,437,1
78,441,1
103,456,1
106,447,1
113,457,1
113,474,1
123,466,1
125,457,1
121,447,1
116,435,1
121,425,1
103,400,1
108,533,1
93,530,1
63,521,1
13,582,1
11,594,1
16,569,1
32,579,1
40,595,1
43,571,1
39,561,1
51,561,1
55,545,1
47,538,1
37,544,1
35,527,1
27,517,1
16,523,1
7,500,1
15,534,1
79,561,1
86,562,1
88,576,1
83,586,1
137,447,1
142,463,1
149,447,1
172,425,1
183,435,1
174,445,1
197,469,1
191,484,1
211,462,1
206,440,1
210,396,1
230,433,1
75,129,1
85,133,1
87,103,1
110,108,1
106,68,1
103,57,1
113,44,1
128,67,1
142,66,1
147,74,1
147,94,1
150,108,1
143,136,1
157,143,1
168,147,1
174,133,1
180,120,1
196,123,1
194,106,1
202,96,1
210,66,1
167,84,1
174,80,1
154,122,1
162,113,1
118,198,1
115,211,1
125,211,1
122,228,1
142,211,1
150,200,1
158,186,1
165,207,1
157,216,1
145,353,1
161,364,1
167,376,1
180,365,1
191,355,1
222,338,1
213,322,1
218,304,1
211,295,1
205,304,1
193,309,1
192,325,1
176,322,1
169,312,1
166,298,1
153,305,1
176,280,1
176,268,1
201,267,1
205,259,1
194,274,1
190,288,1
179,587,1
175,576,1
190,567,1
213,577,1
205,563,1
236,583,1
264,588,1
276,588,1
282,596,1
272,540,1
257,471,1
255,484,1
253,494,1
266,505,1
270,485,1
275,468,1
288,466,1
258,399,1
271,408,1
267,433,1
274,423,1
274,366,1
289,327,1
227,236,1
239,246,1
238,225,1
249,236,1
250,224,1
260,215,1
276,228,1
276,218,1
289,212,1
296,230,1
287,240,1
293,252,1
279,252,1
272,263,1
259,269,1
262,254,1
250,259,1
219,159,1
228,177,1
235,171,1
262,129,1
262,157,1
272,161,1
284,150,1
275,174,1
286,181,1
299,193,1
314,191,1
333,181,1
322,170,1
317,154,1
306,149,1
296,154,1
310,132,1
310,115,1
296,98,1
282,76,1
343,264,1
338,272,1
350,274,1
364,281,1
339,332,1
357,327,1
333,552,1
335,541,1
349,533,1
306,459,1
313,474,1
326,391,1
330,380,1
317,406,1
329,408,1
154,328,1
320,15,1
338,97,1
348,116,1
353,125,1
350,96,1
344,83,1
321,71,1
338,59,1
359,41,1
383,110,1
396,106,1
376,279,1
385,265,1
382,238,1
397,250,1
394,232,1
406,231,1
405,220,1
384,209,1
389,199,1
369,197,1
384,172,1
367,262,1
401,436,1
388,433,1
380,442,1
366,413,1
347,403,1
449,454,1
458,461,1
474,467,1
492,470,1
478,584,1
488,576,1
500,581,1
504,591,1
511,582,1
550,589,1
560,595,1
411,316,1
413,296,1
417,283,1
424,276,1
417,261,1
428,288,1
418,378,1
406,398,1
420,394,1
325,507,1
309,509,1
400,153,1
400,166,1
413,158,1
429,156,1
444,150,1
445,128,1
452,116,1
469,108,1
452,137,1
464,150,1
455,157,1
450,188,1
467,186,1
463,172,1
450,202,1
450,215,1
440,212,1
465,203,1
481,203,1
476,220,1
461,224,1
448,228,1
468,250,1
460,243,1
476,236,1
488,245,1
480,255,1
490,264,1
488,279,1
467,266,1
461,283,1
441,284,1
448,298,1
477,294,1
476,314,1
461,313,1
508,194,1
515,181,1
521,190,1
536,222,1
542,238,1
529,281,1
522,291,1
531,295,1
542,293,1
560,294,1
555,306,1
572,546,1
588,550,1
590,540,1
600,540,1
608,543,1
605,558,1
620,552,1
622,540,1
625,530,1
610,527,1
594,525,1
597,510,1
579,528,1
481,77,1
507,63,1
518,50,1
501,50,1
401,49,1
389,7,1
444,50,1
452,12,1
468,30,1
490,23,1
511,25,1
518,17,1
552,100,1
547,110,1
577,50,1
585,61,1
579,74,1
599,28,1
610,28,1
646,77,1
635,118,1
591,108,1
593,121,1
596,137,1
603,131,1
579,256,1
572,261,1
582,274,1
593,266,1
599,255,1
623,252,1
630,262,1
632,293,1
650,293,1
645,276,1
582,331,1
591,313,1
687,559,1
746,543,1
748,554,1
759,545,1
759,562,1
614,433,1
628,452,1
605,464,1
595,471,1
624,467,1
639,436,1
647,446,1
664,453,1
668,439,1
664,482,1
653,489,1
740,488,1
682,271,1
694,275,1
691,222,1
765,246,1
759,267,1
765,264,1
769,280,1
778,276,1
750,105,1
741,98,1
696,77,1
683,98,1
696,98,1
680,122,1
671,131,1
670,145,1
691,144,1
738,55,1
739,42,1
742,22,1
727,7,1
730,22,1
740,10,1
699,28,1
686,24,1
795,47,1
784,100,1
785,111,1
692,510,1
669,507,1
700,486,1
758,412,1
727,403,1
351,469,1
364,461,1
335,471,1
442,388,1
574,491,1
574,476,1
635,476,1
623,484,1
573,209,1
569,218,1
644,171,1
645,181,1
657,177,1
186,109,1
270,149,1
583,289,1
571,290,1
396,452,1
367,291,1
383,290,1
406,245,1
204,35,1
532,35,1
522,37,1
332,450,1
317,443,1
462,387,1
483,592,1
477,569,1
607,147,1
618,159,1
630,162,1
406,18,1
418,9,1
14,553,1
137,341,1
394,471,1
388,496,1
516,443,1
420,21,1
428,29,1
481,17,1
466,21,1
465,49,1
486,57,1
491,42,1
569,182,1
552,176,1
543,184,1
535,190,1
553,190,1
546,201,1
556,205,1
581,196,1
749,182,1
764,185,1
777,185,1
795,187,1
760,198,1
780,215,1
786,225,1
794,216,1
300,485,1
297,449,1
300,433,1
284,439,1
287,429,1
304,422,1
320,430,1
342,444,1
372,428,1
372,486,1
335,487,1
338,419,1
534,453,1
505,407,1
521,396,1
517,409,1
531,407,1
553,410,1
521,427,1
567,341,1
577,356,1
587,377,1
587,392,1
606,338,1
606,351,1
614,365,1
714,336,1
701,341,1
711,349,1
731,355,1
732,345,1
707,363,1
714,371,1
721,380,1
703,372,1
691,389,1
678,393,1
703,405,1
724,415,1
707,430,1
701,442,1
677,505,1
794,469,1
780,478,1
794,508,1
785,514,1
405,375,1
53,271,1
169,111,1
796,492,1
