X,Y,Z
30,471,1
45,443,1
52,449,1
60,453,1
76,447,1
76,463,1
89,466,1
88,479,1
58,424,1
60,410,1
69,406,1
71,418,1
78,412,1
87,404,1
95,425,1
98,411,1
112,410,1
108,426,1
119,436,1
128,430,1
67,382,1
73,386,1
80,364,1
76,354,1
75,334,1
91,356,1
96,345,1
106,350,1
109,363,1
116,352,1
98,382,1
126,361,1
134,376,1
103,333,1
86,316,1
92,296,1
82,279,1
91,274,1
88,260,1
109,264,1
102,282,1
106,290,1
119,281,1
119,292,1
125,267,1
130,256,1
134,278,1
134,296,1
145,290,1
111,320,1
125,318,1
129,329,1
136,336,1
139,326,1
120,336,1
129,346,1
134,352,1
146,349,1
156,342,1
164,388,1
160,426,1
171,435,1
174,423,1
183,410,1
202,434,1
208,430,1
190,415,1
198,404,1
214,408,1
206,390,1
206,380,1
188,376,1
211,362,1
112,475,1
118,482,1
127,476,1
130,485,1
132,464,1
116,453,1
121,464,1
146,484,1
148,492,1
151,524,1
166,528,1
161,513,1
144,570,1
148,560,1
160,550,1
178,554,1
184,541,1
174,535,1
196,504,1
194,520,1
184,524,1
201,534,1
164,578,1
159,571,1
89,525,1
100,522,1
110,517,1
108,546,1
104,563,1
131,536,1
134,555,1
126,555,1
130,563,1
126,576,1
124,583,1
116,576,1
115,585,1
110,593,1
142,503,1
150,499,1
128,504,1
116,308,1
130,308,1
118,227,1
113,218,1
125,224,1
105,226,1
100,222,1
103,206,1
85,198,1
94,192,1
104,185,1
115,181,1
118,196,1
108,196,1
127,168,1
119,160,1
127,157,1
128,149,1
118,140,1
121,125,1
110,124,1
96,136,1
153,115,1
164,146,1
160,202,1
168,204,1
182,202,1
171,217,1
162,230,1
170,237,1
168,251,1
162,262,1
174,258,1
184,246,1
182,263,1
194,262,1
206,257,1
214,274,1
219,285,1
185,278,1
171,280,1
152,278,1
215,348,1
228,349,1
228,366,1
220,386,1
238,384,1
215,449,1
208,464,1
220,463,1
236,464,1
240,454,1
229,452,1
247,440,1
250,421,1
250,460,1
251,478,1
245,485,1
231,489,1
222,476,1
210,490,1
271,506,1
286,513,1
283,545,1
266,560,1
192,188,1
207,180,1
204,142,1
225,155,1
232,146,1
191,60,1
184,67,1
206,122,1
216,120,1
214,132,1
226,130,1
244,122,1
247,132,1
256,138,1
265,123,1
282,132,1
283,152,1
268,169,1
273,183,1
278,179,1
289,184,1
292,207,1
301,202,1
302,210,1
298,225,1
243,211,1
236,221,1
236,232,1
249,238,1
242,244,1
264,254,1
271,273,1
259,268,1
274,111,1
286,107,1
297,132,1
301,124,1
312,132,1
194,78,1
339,213,1
341,228,1
333,230,1
326,236,1
349,243,1
353,223,1
354,210,1
289,291,1
303,296,1
314,300,1
328,307,1
243,324,1
250,334,1
242,356,1
260,361,1
260,350,1
273,308,1
261,318,1
251,308,1
309,354,1
322,352,1
337,351,1
350,336,1
354,348,1
368,333,1
363,345,1
364,320,1
350,318,1
366,302,1
358,290,1
355,276,1
334,284,1
383,315,1
382,300,1
290,390,1
292,414,1
282,438,1
285,446,1
254,292,1
222,421,1
323,140,1
342,80,1
351,90,1
232,97,1
233,110,1
323,15,1
335,28,1
346,20,1
345,11,1
358,10,1
373,12,1
364,52,1
362,37,1
354,30,1
329,86,1
321,93,1
328,102,1
328,112,1
324,67,1
315,51,1
318,38,1
297,44,1
290,50,1
306,65,1
364,190,1
353,170,1
366,173,1
367,161,1
294,354,1
285,354,1
280,348,1
288,342,1
283,332,1
306,332,1
321,329,1
326,322,1
322,340,1
318,419,1
332,427,1
332,418,1
338,406,1
349,410,1
348,421,1
361,411,1
362,436,1
355,443,1
351,492,1
324,534,1
316,534,1
311,548,1
316,564,1
326,570,1
324,581,1
360,524,1
349,522,1
391,539,1
390,549,1
388,590,1
372,591,1
375,582,1
363,583,1
366,569,1
374,555,1
356,535,1
353,578,1
351,589,1
377,469,1
386,457,1
397,459,1
390,469,1
408,463,1
402,443,1
399,476,1
395,486,1
405,484,1
414,488,1
420,479,1
409,474,1
366,396,1
374,384,1
386,387,1
392,395,1
402,378,1
398,408,1
416,404,1
417,420,1
426,422,1
428,409,1
433,414,1
434,395,1
418,371,1
420,360,1
431,365,1
450,368,1
444,382,1
428,386,1
444,395,1
451,388,1
402,315,1
424,310,1
434,314,1
454,310,1
457,324,1
494,293,1
498,283,1
500,270,1
508,273,1
510,260,1
498,252,1
494,240,1
485,250,1
486,262,1
474,258,1
463,254,1
455,264,1
466,297,1
464,288,1
454,297,1
442,296,1
424,298,1
412,294,1
399,276,1
391,288,1
389,276,1
392,265,1
397,252,1
385,239,1
400,237,1
402,226,1
413,228,1
417,243,1
422,234,1
436,238,1
484,280,1
476,280,1
460,278,1
445,278,1
432,272,1
439,252,1
438,260,1
415,278,1
408,269,1
415,194,1
408,186,1
418,179,1
428,184,1
434,176,1
445,184,1
377,182,1
382,191,1
375,88,1
393,94,1
400,85,1
413,94,1
418,103,1
431,108,1
414,78,1
414,70,1
420,52,1
429,56,1
438,64,1
454,77,1
441,82,1
431,95,1
426,85,1
450,101,1
444,116,1
410,165,1
401,172,1
401,202,1
448,170,1
443,162,1
433,150,1
425,162,1
503,453,1
516,453,1
486,16,1
482,27,1
472,37,1
444,130,1
464,158,1
472,150,1
482,158,1
492,151,1
494,130,1
505,133,1
501,140,1
500,84,1
498,66,1
513,61,1
426,135,1
477,129,1
507,156,1
518,154,1
536,152,1
552,162,1
548,188,1
526,188,1
516,182,1
504,184,1
493,186,1
508,198,1
522,202,1
534,196,1
561,203,1
568,191,1
562,180,1
575,206,1
582,179,1
598,168,1
554,67,1
516,32,1
518,405,1
514,398,1
517,374,1
530,372,1
534,403,1
549,399,1
564,410,1
566,396,1
582,390,1
541,386,1
527,91,1
539,581,1
596,209,1
599,193,1
610,196,1
622,207,1
614,221,1
605,231,1
588,226,1
599,246,1
586,260,1
573,262,1
602,269,1
540,348,1
550,346,1
560,334,1
576,334,1
565,328,1
570,321,1
584,322,1
592,314,1
599,303,1
583,308,1
574,304,1
561,304,1
572,291,1
571,71,1
568,94,1
553,76,1
590,67,1
604,69,1
598,80,1
607,28,1
612,17,1
628,44,1
633,51,1
623,100,1
633,106,1
642,112,1
633,122,1
634,91,1
647,94,1
659,168,1
668,160,1
672,173,1
684,160,1
656,226,1
665,238,1
672,235,1
664,256,1
652,270,1
664,269,1
642,295,1
663,296,1
702,130,1
712,119,1
734,154,1
734,177,1
717,204,1
696,228,1
702,230,1
702,219,1
689,246,1
681,254,1
690,258,1
707,247,1
680,268,1
694,275,1
689,314,1
712,304,1
706,288,1
706,264,1
721,267,1
728,258,1
737,269,1
746,238,1
756,248,1
760,282,1
768,270,1
740,318,1
730,336,1
758,323,1
774,317,1
763,152,1
762,162,1
765,137,1
780,133,1
778,164,1
734,83,1
632,358,1
636,368,1
628,400,1
625,390,1
628,378,1
634,381,1
648,375,1
648,347,1
652,361,1
650,388,1
650,398,1
654,406,1
670,405,1
684,404,1
678,394,1
667,388,1
675,383,1
787,212,1
694,376,1
711,377,1
711,410,1
733,387,1
728,368,1
730,356,1
740,374,1
754,376,1
766,356,1
755,348,1
754,354,1
742,353,1
754,395,1
762,390,1
744,410,1
735,416,1
762,410,1
769,401,1
774,410,1
755,432,1
764,425,1
767,438,1
784,369,1
790,380,1
785,401,1
790,427,1
795,203,1
745,160,1
166,499,1
284,278,1
420,151,1
596,292,1
658,379,1
660,369,1
670,371,1
303,561,1
94,554,1
92,541,1
212,92,1
223,84,1
119,523,1
293,321,1
164,86,1
709,83,1
684,81,1
268,89,1
230,481,1
28,497,1
20,488,1
30,489,1
386,169,1
