X,Y,Z
711,226,1
726,176,1
726,159,1
667,176,1
685,163,1
697,160,1
703,152,1
714,145,1
684,149,1
697,139,1
709,131,1
716,120,1
733,112,1
734,118,1
741,106,1
713,96,1
700,97,1
697,117,1
686,126,1
682,137,1
669,135,1
676,120,1
685,110,1
673,107,1
738,88,1
747,41,1
758,30,1
767,18,1
721,18,1
686,43,1
659,100,1
611,105,1
613,119,1
584,99,1
575,44,1
566,28,1
535,62,1
525,76,1
515,91,1
506,102,1
503,44,1
464,40,1
469,68,1
426,24,1
428,67,1
393,64,1
387,31,1
338,10,1
348,15,1
364,3,1
437,110,1
455,104,1
473,143,1
546,119,1
560,123,1
573,139,1
608,159,1
608,175,1
576,181,1
521,152,1
471,170,1
504,204,1
526,230,1
571,243,1
603,238,1
629,224,1
647,223,1
735,354,1
791,322,1
715,292,1
680,331,1
663,386,1
703,393,1
625,340,1
636,327,1
634,307,1
628,291,1
647,291,1
647,271,1
650,314,1
676,451,1
646,453,1
633,461,1
655,467,1
651,482,1
668,485,1
655,495,1
633,494,1
645,506,1
656,516,1
642,520,1
654,542,1
645,580,1
645,598,1
628,595,1
629,583,1
680,464,1
770,408,1
769,425,1
769,440,1
785,440,1
768,453,1
766,464,1
776,482,1
771,494,1
758,493,1
758,504,1
769,516,1
776,280,1
760,238,1
603,373,1
551,408,1
587,413,1
600,465,1
600,543,1
598,562,1
590,587,1
553,582,1
550,564,1
511,577,1
525,561,1
532,545,1
544,524,1
557,520,1
553,503,1
495,503,1
498,548,1
469,543,1
474,532,1
460,527,1
452,541,1
438,551,1
428,565,1
414,561,1
424,548,1
392,591,1
367,562,1
351,548,1
312,558,1
314,571,1
366,511,1
352,508,1
340,497,1
327,506,1
264,477,1
261,489,1
249,496,1
408,472,1
441,465,1
456,474,1
475,445,1
498,465,1
518,458,1
528,461,1
526,440,1
511,431,1
508,422,1
496,414,1
518,336,1
569,340,1
582,331,1
580,315,1
527,293,1
471,290,1
467,270,1
476,249,1
463,243,1
452,225,1
424,178,1
417,199,1
380,188,1
360,135,1
356,118,1
348,104,1
318,174,1
312,185,1
375,251,1
377,270,1
423,325,1
485,362,1
445,377,1
427,396,1
443,406,1
398,412,1
340,415,1
378,370,1
348,342,1
337,358,1
328,361,1
314,364,1
277,436,1
262,435,1
160,453,1
154,460,1
157,493,1
176,545,1
197,462,1
215,414,1
255,384,1
278,385,1
249,347,1
289,296,1
325,307,1
331,256,1
220,289,1
204,298,1
181,296,1
158,276,1
148,272,1
203,373,1
163,384,1
145,366,1
145,380,1
99,377,1
73,362,1
61,347,1
75,330,1
34,267,1
33,245,1
39,233,1
25,230,1
31,224,1
23,217,1
10,199,1
32,202,1
57,183,1
61,199,1
60,212,1
60,220,1
63,234,1
75,235,1
91,242,1
81,178,1
76,115,1
19,157,1
12,146,1
12,128,1
11,99,1
45,28,1
13,12,1
36,43,1
24,8,1
752,250,1
