X,Y,Z
149,60,1
151,80,1
156,97,1
102,117,1
11,268,1
10,362,1
27,359,1
60,483,1
65,499,1
144,572,1
204,561,1
216,553,1
117,479,1
86,433,1
99,432,1
107,413,1
96,420,1
79,414,1
65,418,1
90,343,1
84,259,1
96,259,1
110,254,1
125,248,1
147,222,1
184,296,1
157,376,1
147,390,1
157,456,1
173,463,1
180,449,1
266,355,1
329,393,1
321,487,1
421,471,1
508,442,1
511,456,1
559,458,1
509,562,1
501,580,1
461,312,1
407,274,1
362,282,1
392,22,1
700,20,1
728,23,1
713,39,1
734,39,1
747,48,1
743,186,1
762,186,1
747,201,1
764,207,1
776,193,1
793,209,1
790,228,1
771,224,1
769,243,1
102,445,1
92,439,1
50,415,1
778,206,1
703,28,1
492,438,1
