X,Y,Z
792,46,1
708,145,1
677,136,1
678,201,1
693,202,1
706,219,1
702,254,1
794,430,1
709,573,1
704,585,1
575,544,1
584,533,1
666,461,1
679,455,1
712,439,1
701,431,1
683,369,1
657,337,1
654,282,1
629,270,1
616,409,1
597,412,1
599,360,1
600,297,1
575,318,1
537,250,1
538,298,1
524,298,1
508,297,1
530,377,1
520,388,1
493,476,1
403,530,1
389,526,1
415,505,1
429,503,1
306,524,1
293,519,1
179,502,1
339,429,1
355,431,1
364,395,1
471,419,1
438,406,1
422,413,1
421,392,1
438,386,1
449,307,1
450,290,1
420,316,1
383,316,1
299,352,1
205,425,1
91,405,1
113,351,1
161,380,1
203,337,1
237,338,1
70,265,1
83,196,1
78,178,1
144,254,1
146,231,1
207,212,1
278,249,1
334,240,1
337,228,1
350,217,1
331,212,1
184,161,1
165,161,1
155,108,1
182,92,1
205,131,1
217,138,1
231,145,1
218,155,1
237,162,1
241,175,1
255,183,1
252,167,1
308,158,1
315,145,1
310,129,1
302,129,1
347,92,1
346,34,1
404,150,1
414,113,1
425,113,1
486,105,1
510,67,1
598,65,1
274,3,1
23,569,1
