X,Y
557,65
418,82
333,84
736,90
761,99
750,106
712,119
756,128
773,151
232,155
168,186
158,187
188,187
178,193
589,195
272,198
648,201
278,202
609,202
591,206
777,206
193,208
265,209
250,212
685,213
607,217
772,235
66,241
779,250
767,264
789,265
11,286
772,327
763,336
39,364
602,371
560,373
512,387
215,389
503,397
523,399
34,400
224,408
155,412
701,412
517,414
324,419
672,423
688,423
626,427
656,427
700,427
336,430
638,431
319,433
73,436
706,436
621,439
333,445
313,446
293,447
197,450
61,452
286,456
371,456
363,457
618,458
67,468
611,471
652,477
333,478
60,484
616,490
411,498
425,501
482,501
495,501
80,504
505,505
367,507
350,508
293,509
485,509
415,511
201,513
615,515
429,516
442,516
754,518
343,519
36,521
278,522
478,522
153,527
633,533
324,534
651,542
215,544
635,545
319,546
615,546
783,547
140,548
528,562
535,563
