X,Y
110.3,204.5
105.3,213.5
292.3,213.5
148.3,214.5
117.3,216.5
258.3,220.5
361.3,224.5
393.3,225.5
664.3,225.5
428.3,228.5
466.3,230.5
492.3,234.5
373.3,237.5
717.3,238.5
358.3,241.5
629.3,242.5
153.3,244.5
682.3,246.5
740.3,248.5
394.3,249.5
25.3,253.5
106.3,256.5
512.3,257.5
317.3,260.5
126.3,261.5
437.3,262.5
481.3,264.5
329.3,265.5
109.3,266.5
290.3,268.5
521.3,268.5
136.3,270.5
149.3,274.5
241.3,278.5
402.3,278.5
169.3,284.5
536.3,284.5
424.3,285.5
344.3,293.5
414.3,294.5
630.3,294.5
320.3,298.5
478.3,300.5
304.3,304.5
204.3,306.5
346.3,306.5
461.3,308.5
497.3,309.5
182.3,313.5
269.3,314.5
778.3,324.5
124.3,326.5
257.3,328.5
377.3,328.5
420.3,329.5
749.3,329.5
444.3,338.5
528.3,341.5
422.3,342.5
456.3,342.5
77.3,344.5
597.3,349.5
572.3,352.5
769.3,352.5
218.3,353.5
162.3,356.5
8.3,358.5
301.3,360.5
749.3,360.5
285.3,366.5
348.3,366.5
374.3,366.5
221.5,371.0
728.3,372.5
34.3,377.5
418.3,382.5
473.3,384.5
517.3,385.5
780.3,386.5
8.3,388.5
572.3,388.5
613.3,392.5
753.3,392.5
484.3,404.5
186.3,412.5
578.3,412.5
425.3,413.5
265.3,418.5
557.3,421.5
353.3,422.5
497.3,422.5
300.3,430.5
214.3,440.5
528.3,441.5
242.3,444.5
437.3,448.5
339.929,450.69
498.3,450.5
570.3,450.5
380.3,452.5
177.3,454.5
458.3,457.5
526.3,458.5
358.3,462.5
388.3,462.5
100.3,464.5
113.3,464.5
337.417,466.167
210.3,468.5
744.3,473.5
84.3,476.5
276.3,477.5
422.3,478.5
160.3,484.5
244.3,486.5
69.3,494.5
529.3,496.5
240.3,504.5
157.3,505.5
478.3,510.5
344.3,513.5
365.3,513.5
