X,Y
531.3,32.5
162.3,35.5
228.3,38.5
555.3,43.5
108.3,69.5
219.3,118.5
227.3,170.5
750.3,225.5
679.3,232.5
520.3,255.5
441.3,263.5
110.3,305.5
95.3,309.5
392.3,310.5
560.3,323.5
163.3,328.5
775.3,343.5
111.3,344.5
291.3,344.5
281.3,354.5
349.3,359.5
597.3,364.5
539.3,367.5
586.3,369.5
601.3,377.5
321.3,378.5
344.3,378.5
518.3,382.5
665.3,385.5
500.3,387.5
644.3,390.5
453.3,417.5
598.3,429.5
378.3,444.5
228.3,447.5
337.3,448.5
242.3,461.5
229.3,465.5
81.3,467.5
582.3,478.5
544.3,486.5
491.3,489.5
749.3,493.5
658.3,496.5
541.3,498.5
22.3,503.5
747.3,503.5
