X,Y
468.3,8.5
55.3,12.5
725.3,16.5
124.3,19.5
286.3,21.5
157.3,26.5
587.3,30.5
604.3,31.5
439.3,40.5
83.3,42.5
126.3,44.5
591.3,46.5
608.3,46.5
441.3,47.5
431.3,51.5
543.3,51.5
570.3,54.5
295.3,58.5
211.3,63.5
390.3,68.5
519.3,72.5
497.3,73.5
448.3,74.5
345.3,76.5
10.3,77.5
49.3,82.5
680.3,83.5
464.3,85.5
533.3,92.5
745.3,93.5
386.3,95.5
229.3,96.5
358.3,97.5
80.3,100.5
415.3,107.5
450.3,109.5
294.3,111.5
302.3,111.5
364.3,115.5
274.3,124.5
503.3,125.5
606.3,133.5
704.3,133.5
451.3,136.5
432.3,138.5
371.3,142.5
258.3,145.5
325.3,145.5
68.3,146.5
208.3,149.5
587.3,150.5
344.3,162.5
68.3,165.5
686.3,169.5
664.3,172.5
92.3,178.5
118.3,182.5
103.3,186.5
527.3,187.5
598.3,190.5
66.3,199.5
213.3,211.5
697.3,211.5
431.3,217.5
230.3,221.5
694.3,232.5
84.3,236.5
350.3,244.5
67.3,247.5
405.3,249.5
264.3,251.5
698.3,252.5
72.3,254.5
671.3,255.5
534.3,256.5
574.3,257.5
593.3,257.5
716.3,260.5
318.3,262.5
579.3,264.5
595.3,266.5
385.3,267.5
640.3,267.5
685.3,269.5
298.3,272.5
371.3,274.5
40.3,279.5
115.3,281.5
735.3,281.5
634.3,288.5
598.3,292.5
457.3,294.5
51.3,298.5
492.3,299.5
301.3,306.5
78.3,310.5
475.3,317.5
613.3,319.5
575.3,321.5
345.3,327.5
387.3,329.5
256.3,330.5
35.3,332.5
421.3,337.5
124.3,340.5
111.3,342.5
557.3,342.5
678.3,342.5
283.3,343.5
387.3,343.5
26.3,345.5
235.3,346.5
417.3,347.5
691.3,350.5
70.3,352.5
461.3,352.5
664.3,352.5
43.3,359.5
179.3,360.5
240.3,363.5
217.3,368.5
698.3,368.5
537.3,372.5
485.3,373.5
207.3,375.5
572.3,377.5
695.3,380.5
404.3,382.5
237.3,385.5
398.3,385.5
783.3,385.5
214.3,392.5
442.3,394.5
599.3,395.5
136.3,396.5
572.3,402.5
550.3,406.5
626.3,418.5
515.3,419.5
551.3,422.5
63.3,442.5
279.3,459.5
762.3,464.5
592.3,469.5
109.3,473.5
552.3,479.5
582.3,492.5
257.3,494.5
611.3,504.5
533.3,505.5
159.3,506.5
463.3,507.5
269.3,512.5
307.3,512.5
577.3,515.5
609.3,517.5
248.3,519.5
142.3,520.5
738.3,524.5
766.3,526.5
106.3,533.5
743.3,536.5
162.3,538.5
338.3,539.5
357.3,547.5
748.3,558.5
172.3,575.5
103.3,579.5
227.3,586.5
343.3,596.5
