X,Y
299,6
297,22
84,23
47,27
619,33
425,34
298,38
408,38
632,38
613,44
89,48
262,50
278,51
621,51
141,52
418,54
330,55
120,59
300,59
143,60
403,61
605,75
305,77
32,92
603,94
139,101
116,102
19,103
68,104
551,107
341,113
162,114
198,116
314,118
180,119
7,120
730,121
145,123
169,126
384,127
160,131
333,131
373,131
604,131
745,131
348,132
195,134
627,134
422,136
786,137
37,138
569,138
64,139
6,140
273,140
769,141
151,145
312,145
366,146
384,146
486,147
117,149
184,149
755,149
329,150
772,150
347,151
503,151
585,151
647,151
135,153
190,153
445,153
571,154
766,155
425,156
476,156
667,157
606,159
558,161
382,162
74,163
99,164
319,164
514,164
551,165
123,166
153,166
169,166
534,167
366,168
676,169
396,171
408,171
581,171
310,172
483,172
84,173
549,175
379,177
134,178
557,178
181,181
607,181
504,182
454,184
521,184
152,187
296,187
430,187
471,187
628,187
685,188
396,189
484,190
506,197
277,198
130,200
290,202
307,207
513,207
43,210
66,210
491,210
553,211
614,211
249,212
365,212
530,214
392,216
485,217
127,218
506,218
576,218
314,219
436,221
537,221
707,221
138,225
296,225
476,225
672,227
359,228
123,229
263,229
384,229
760,229
277,232
303,232
517,232
638,232
734,235
135,236
335,236
429,236
108,237
245,237
556,240
750,240
266,241
704,244
448,245
312,246
357,246
479,246
499,246
665,246
686,246
370,248
754,248
223,249
442,252
577,253
279,254
563,254
253,255
494,257
161,258
175,259
300,262
567,263
578,264
275,266
526,266
422,267
23,268
244,271
102,272
552,272
204,274
425,280
42,281
526,282
368,283
185,285
336,285
635,285
25,286
306,287
320,291
501,294
370,296
198,297
306,298
330,299
417,300
489,300
675,300
771,302
223,305
641,305
308,307
621,307
289,309
669,311
344,312
609,315
68,316
782,317
214,318
340,318
270,320
712,320
93,321
622,321
301,322
40,323
231,325
285,325
327,325
502,326
782,328
519,331
118,333
218,339
328,340
716,341
784,343
301,344
435,345
553,349
509,350
600,350
771,350
74,353
593,355
709,358
729,358
309,360
767,363
462,364
108,365
513,366
361,372
417,374
152,375
123,376
479,376
653,376
436,377
552,378
508,385
105,388
582,391
407,392
439,395
548,395
489,396
560,397
450,402
16,403
462,405
599,405
578,408
257,409
493,409
29,410
100,410
515,410
413,412
678,412
717,415
115,416
523,417
378,419
394,420
665,420
730,421
178,423
346,423
410,423
97,427
456,428
502,430
593,430
707,430
104,432
373,436
403,436
737,438
110,439
180,440
91,441
352,441
141,445
164,445
388,446
213,447
466,447
704,452
787,455
158,456
190,456
769,456
142,457
232,457
593,458
217,459
650,459
579,460
174,461
484,461
638,463
442,469
521,469
589,470
651,470
99,471
187,471
465,473
634,473
617,474
670,475
173,478
446,478
253,480
264,480
697,483
247,486
237,494
731,500
239,501
614,505
626,505
688,508
653,511
278,513
575,517
601,517
157,520
540,523
127,524
146,525
456,531
251,535
558,538
357,553
378,554
457,561
233,566
174,571
268,571
236,573
423,578
307,582
