X,Y,Z
30,120,1
57,157,1
100,196,1
135,146,1
156,89,1
122,56,1
162,5,1
196,46,1
216,34,1
217,54,1
236,31,1
236,44,1
245,22,1
233,11,1
250,36,1
307,136,1
337,164,1
367,120,1
385,94,1
425,81,1
424,106,1
440,107,1
435,116,1
451,121,1
516,97,1
521,40,1
466,40,1
467,19,1
457,7,1
490,146,1
500,154,1
531,139,1
534,108,1
535,95,1
559,107,1
556,123,1
573,142,1
577,83,1
616,86,1
624,104,1
638,99,1
641,112,1
761,81,1
776,84,1
787,74,1
755,60,1
765,52,1
729,39,1
713,35,1
718,11,1
700,10,1
735,27,1
741,5,1
771,11,1
784,25,1
795,19,1
796,31,1
784,5,1
765,129,1
738,122,1
729,131,1
696,109,1
679,103,1
656,134,1
681,149,1
666,147,1
656,149,1
645,141,1
639,152,1
582,177,1
624,193,1
638,191,1
657,186,1
658,171,1
667,182,1
678,168,1
687,188,1
676,201,1
658,215,1
642,217,1
636,209,1
641,232,1
656,222,1
642,246,1
658,242,1
668,240,1
684,237,1
676,262,1
681,254,1
695,246,1
690,266,1
685,279,1
684,293,1
679,306,1
670,288,1
653,277,1
629,265,1
624,257,1
609,265,1
619,280,1
600,271,1
577,246,1
558,230,1
705,260,1
713,272,1
702,278,1
700,291,1
698,305,1
697,324,1
696,343,1
706,337,1
713,326,1
712,307,1
713,287,1
744,293,1
732,318,1
727,330,1
720,339,1
747,336,1
736,343,1
735,354,1
749,350,1
757,333,1
746,314,1
758,309,1
770,321,1
773,335,1
776,303,1
789,311,1
791,296,1
791,290,1
758,284,1
752,264,1
737,267,1
745,249,1
737,237,1
744,228,1
768,227,1
765,251,1
773,262,1
789,241,1
786,227,1
793,212,1
789,201,1
770,204,1
745,202,1
728,197,1
706,195,1
762,149,1
773,149,1
790,152,1
796,146,1
792,170,1
780,186,1
762,186,1
769,33,1
769,359,1
768,342,1
757,367,1
757,376,1
776,380,1
784,364,1
784,386,1
773,393,1
773,439,1
794,457,1
741,457,1
723,487,1
743,496,1
760,500,1
745,515,1
774,493,1
787,514,1
763,512,1
755,557,1
746,583,1
734,588,1
754,588,1
742,574,1
665,585,1
653,587,1
664,595,1
642,537,1
633,521,1
690,531,1
705,521,1
666,518,1
659,509,1
640,505,1
666,503,1
653,487,1
671,482,1
680,487,1
681,475,1
669,467,1
652,470,1
654,459,1
642,468,1
629,462,1
627,442,1
640,433,1
611,448,1
706,432,1
666,390,1
663,378,1
642,379,1
650,383,1
632,388,1
624,340,1
621,325,1
595,311,1
595,536,1
560,553,1
559,568,1
560,575,1
545,555,1
548,588,1
506,577,1
477,584,1
453,579,1
436,581,1
414,579,1
398,596,1
383,564,1
396,548,1
443,494,1
488,498,1
504,494,1
485,479,1
529,490,1
535,502,1
561,487,1
584,475,1
569,458,1
558,448,1
557,430,1
532,447,1
512,461,1
556,469,1
538,482,1
536,402,1
550,390,1
548,376,1
567,372,1
567,386,1
566,358,1
547,360,1
529,360,1
521,377,1
516,369,1
521,393,1
501,375,1
501,392,1
485,406,1
485,385,1
470,393,1
464,414,1
459,421,1
453,430,1
453,445,1
446,448,1
438,422,1
443,408,1
455,403,1
451,385,1
464,382,1
469,366,1
535,325,1
503,452,1
499,440,1
508,435,1
516,430,1
482,441,1
534,422,1
545,416,1
516,415,1
505,407,1
492,422,1
429,398,1
435,388,1
451,369,1
432,372,1
427,359,1
439,358,1
435,335,1
445,319,1
426,318,1
435,305,1
437,288,1
440,267,1
459,283,1
456,299,1
469,291,1
472,280,1
483,288,1
488,311,1
472,316,1
502,293,1
497,282,1
487,267,1
503,267,1
495,213,1
491,200,1
510,192,1
493,181,1
474,185,1
478,203,1
462,173,1
469,216,1
416,184,1
428,208,1
345,175,1
351,188,1
384,216,1
382,243,1
411,268,1
363,278,1
354,289,1
349,335,1
388,306,1
394,371,1
416,371,1
411,383,1
414,401,1
398,414,1
390,393,1
372,398,1
358,390,1
356,401,1
334,401,1
327,398,1
327,417,1
380,414,1
356,377,1
374,434,1
374,452,1
394,448,1
396,464,1
393,480,1
346,445,1
336,466,1
313,542,1
296,526,1
285,577,1
207,546,1
190,540,1
174,551,1
212,522,1
191,514,1
171,489,1
189,477,1
201,487,1
217,498,1
230,503,1
244,500,1
254,516,1
269,507,1
280,508,1
283,493,1
299,498,1
292,478,1
314,478,1
302,465,1
278,468,1
277,481,1
270,464,1
262,474,1
249,460,1
236,474,1
221,482,1
214,464,1
197,461,1
233,463,1
221,443,1
231,430,1
243,447,1
258,448,1
286,354,1
307,260,1
257,199,1
258,220,1
243,230,1
227,225,1
217,234,1
199,230,1
190,216,1
175,215,1
139,226,1
114,267,1
184,250,1
191,235,1
204,244,1
178,259,1
193,271,1
199,268,1
216,264,1
228,261,1
236,248,1
228,237,1
254,251,1
275,280,1
259,300,1
240,293,1
226,341,1
241,357,1
223,362,1
207,365,1
188,377,1
201,385,1
180,385,1
190,363,1
172,367,1
201,316,1
137,325,1
144,336,1
144,357,1
125,429,1
112,386,1
106,374,1
104,351,1
91,348,1
99,338,1
82,337,1
38,338,1
47,354,1
34,352,1
23,339,1
18,333,1
7,395,1
55,410,1
63,414,1
54,421,1
41,427,1
24,432,1
29,448,1
61,466,1
92,497,1
104,548,1
86,545,1
103,572,1
77,561,1
86,573,1
70,582,1
52,589,1
27,547,1
18,544,1
20,532,1
36,537,1
35,523,1
20,514,1
6,521,1
666,11,1
768,170,1
746,178,1
41,123,1
303,221,1
543,466,1
523,475,1
193,448,1
176,443,1
738,43,1
505,480,1
772,238,1
658,253,1
